procedure_code,procedure_name,procedure_category,required_place_type
B313997,"ΒΑΣΙΚΟΣ ΒΑΚΤΗΡΙΟΛΟΓΙΚΟΣ ΕΛΕΓΧΟΣ ΚΟΠΡΑΝΩΝ (ΚΑΛΛΙΕΡΓΕΙΑ ΚΑΙ ΑΜΕΣΟΣ ΜΙΚΡΟΣΚΟΠΙΚΑ ΕΞΕΤΑΣΗ) ΓΙΑ ΤΥΧΟΝ ΠΑΡΟΥΣΙΑ SALMONELLA SPP Η SHIGELLA SPP, YERSINIA ENTEROCOLITICA, CAMPYLOBACTER JEJUNI.",DIAGNOSTIC,PROCEDURE_ROOM
B313999,"ΠΛΗΡΗΣ ΒΑΚΤΗΡΙΟΛΟΓΙΚΟΣ ΕΛΕΓΧΟΣ ΚΟΠΡΑΝΩΝ (ΚΑΛΛΙΕΡΓΕΙΑ ΚΑΙ ΑΜΕΣΟΣ ΜΙΚΡΟΣΚΟΠΙΚΑ ΕΞΕΤΑΣΗ) ΓΙΑ SALMONELLA SPP, SHIGELLA SPP, YERSINIA ENTEROCOLITICA, CAMPYLOBACTER JEJUNI, ΕΝΤΕΡΟΠΑΘΟΓΟΝΩΝ E. COLI, AEROMONAS SPP, PLESIOMONAS SHIGELLOIDES, VIBRIO SPP.",DIAGNOSTIC,PROCEDURE_ROOM
B314047,ΒΑΚΤΗΡΙΟΛΟΓΙΚΟΣ ΕΛΕΓΧΟΣ (ΑΕΡΟΒΙΟΣ ΚΑΛΛΙΕΡΓΕΙΑ ΚΑΙ ΑΜΕΣΟΣ ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ) ΒΙΟΛΟΓΙΚΟΥ ΔΕΙΓΜΑΤΟΣ (ΠΟΥ ΔΕΝ ΑΝΑΦΕΡΕΤΑΙ ΑΛΛΟΥ) ΜΕ ΤΑΥΤΟΠΟΙΗΣΗ ΤΩΝ ΑΠΟΜΟΝΟΥΜΕΝΩΝ ΠΑΘΟΓΟΝΩΝ ΣΕ ΕΠΙΠΕΔΟ ΕΙΔΟΥΣ,DIAGNOSTIC,PROCEDURE_ROOM
B314049,ΒΑΚΤΗΡΙΟΛΟΓΙΚΟΣ ΕΛΕΓΧΟΣ (ΑΕΡΟΒΙΟΣ ΠΟΣΟΤΙΚΗ ΚΑΛΛΙΕΡΓΕΙΑ ΚΑΙ ΑΜΕΣΟΣ ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ) ΒΙΟΛΟΓΙΚΟΥ ΔΕΙΓΜΑΤΟΣ (ΠΟΥ ΔΕΝ ΑΝΑΦΕΡΕΤΑΙ ΑΛΛΟΥ) ΜΕ ΤΑΥΤΟΠΟΙΗΣΗ ΤΩΝ ΑΠΟΜΟΝΟΥΜΕΝΩΝ ΠΑΘΟΓΟΝΩΝ ΣΕ ΕΠΙΠΕΔΟ ΕΙΔΟΥΣ,DIAGNOSTIC,PROCEDURE_ROOM
B314053,ΒΑΚΤΗΡΙΟΛΟΓΙΚΟΣ ΕΛΕΓΧΟΣ (ΑΝΑΕΡΟΒΙΟΣ ΠΟΣΟΤΙΚΗ ΚΑΛΛΙΕΡΓΕΙΑ ΚΑΙ ΑΜΕΣΟΣ ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ) ΒΙΟΛΟΓΙΚΟΥ ΔΕΙΓΜΑΤΟΣ (ΠΟΥ ΔΕΝ ΑΝΑΦΕΡΕΤΑΙ ΑΛΛΟΥ) ΜΕ ΤΑΥΤΟΠΟΙΗΣΗ ΤΩΝ ΑΠΟΜΟΝΟΥΜΕΝΩΝ ΠΑΘΟΓΟΝΩΝ ΣΕ ΕΠΙΠΕΔΟ ΕΙΔΟΥΣ,DIAGNOSTIC,PROCEDURE_ROOM
B314057,ΒΑΚΤΗΡΙΟΛΟΓΙΚΟΣ (ΑΝΑΕΡΟΒΙΟΣ) ΕΛΕΓΧΟΣ ΒΙΟΛΟΓΙΚΟΥ ΔΕΙΓΜΑΤΟΣ (ΠΟΥ ΔΕΝ ΑΝΑΦΕΡΕΤΑΙ ΑΛΛΟΥ) ΜΕ ΤΑΥΤΟΠΟΙΗΣΗ ΤΩΝ ΑΠΟΜΟΝΟΥΜΕΝΩΝ ΠΑΘΟΓΟΝΩΝ ΣΕ ΕΠΙΠΕΔΟ ΕΙΔΟΥΣ,SURGICAL,OPERATING_ROOM
B314059,ΑΝΕΝΕΡΓΟΣ,SURGICAL,OPERATING_ROOM
B314061,ΑΝΕΝΕΡΓΟΣ,SURGICAL,OPERATING_ROOM
B314069,ΚΑΛΛΙΕΡΓΕΙΑ ΒΙΟΛΟΓΙΚΟΥ ΥΛΙΚΟΥ ΜΕ ΠΡΟΚΑΤΑΡΚΤΙΚΗ ΤΑΥΤΟΠΟΙΗΣΗ (ΘΑ ΧΡΗΣΙΜΟΠΟΙΗΘΕΙ ΣΕ ΠΕΡΙΠΤΩΣΗ ΔΙΑΛΟΓΗΣ - SCREENING),SURGICAL,OPERATING_ROOM
B314075,ΚΑΛΛΙΕΡΓΕΙΑ ΟΥΡΩΝ ΜΕ ΑΞΙΟΛΟΓΗΣΗ ΑΠΟΙΚΙΩΝ ΣΕ ΑΥΤΟΜΑΤΟ ΑΝΑΛΥΤΗ,SURGICAL,OPERATING_ROOM
B314079,ΑΝΕΝΕΡΓΟΣ,SURGICAL,OPERATING_ROOM
B314083,ΠΟΣΟΤΙΚΗ ΚΑΛΛΙΕΡΓΕΙΑ ΟΥΡΩΝ ΚΑΙ ΤΑΥΤΟΠΟΙΗΣΗ ΣΕ ΕΠΙΠΕΔΟΥ ΕΙΔΟΥΣ ΓΙΑ ΚΑΘΕ ΑΞΙΟΛΟΓΟΥΜΕΝΟ ΜΙΚΡΟΟΡΓΑΝΙΣΜΟ,SURGICAL,OPERATING_ROOM
B314109,"ΕΛΕΓΧΟΣ (ΑΜΕΣΟΣ ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ & ΚΑΛΛΙΕΡΕΓΕΙΑ) ΥΛΙΚΟΥ ΑΠΟ ΔΕΡΜΑ, ΤΡΙΧΕΣ ΚΑΙ ΝΥΧΙΑ ΓΙΑ ΔΕΡΜΑΤΟΦΥΤΑ, ΜΗ-ΔΕΡΜΑΤΟΦΥΤΙΚΟΥΣ ΜΥΚΗΤΕΣ & ΖΥΜΟΜΥΚΗΤΕΣ ΚΑΘΩΣ ΚΑΙ ΤΑΥΤΟΠΟΙΗΣΗ ΣΕ ΕΠΙΠΕΔΟ ΕΙΔΟΥΣ",DIAGNOSTIC,PROCEDURE_ROOM
B314111,"ΕΛΕΓΧΟΣ (ΑΜΕΣΟΣ ΜΙΚΡΟΣΚΟΠΙΚΗ & ΚΑΛΛΙΕΡΕΓΕΙΑ) ΥΛΙΚΟΥ ΑΠΟ ΒΙΟΨΙΚΟ ΥΛΙΚΟ, ΒΛΑΒΕΣ ΔΕΡΜΑΤΟΣ (ΟΧΙ ΜΥΚΗΤΙΑΣΙΚΕΣ) ΠΥΟ, ΕΓΚΑΥΜΑΤΑ ΚΑΙ ΤΡΑΥΜΑΤΑ ΓΙΑ ΝΗΜΑΤΟΕΙΔΕΙΣ ΜΥΚΗΤΕΣ (ΥΦΟΜΗΚΥΤΕΣ) & ΖΥΜΟΜΥΚΗΤΕΣ ΚΑΘΩΣ ΚΑΙ ΤΑΥΤΟΠΟΙΗΣΗ ΣΕ ΕΠΙΠΕΔΟ ΕΙΔΟΥΣ",DIAGNOSTIC,PROCEDURE_ROOM
B314113,ΚΑΛΛΙΕΡΓΕΙΑ ΑΙΜΑΤΟΣ ΓΙΑ ΝΗΜΑΤΟΕΙΔΕΙΣ ΜΥΚΗΤΕΣ (ΥΦΟΜΗΚΥΤΕΣ) & ΖΥΜΟΜΥΚΗΤΕΣ ΚΑΘΩΣ ΚΑΙ ΤΑΥΤΟΠΟΙΗΣΗ ΣΕ ΕΠΙΠΕΔΟ ΕΙΔΟΥΣ,SURGICAL,OPERATING_ROOM
B314119,ΕΛΕΓΧΟΣ (ΑΜΕΣΟΣ ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ & ΚΑΛΛΙΕΡΕΓΕΙΑ) ΣΤΕΙΡΟΥ ΒΙΟΛΟΓΙΚΟΥ ΥΛΙΚΟΥ ΓΙΑ ΖΥΜΟΜΥΚΗΤΕΣ ΚΑΘΩΣ ΚΑΙ ΤΑΥΤΟΠΟΙΗΣΗ ΣΕ ΕΠΙΠΕΔΟ ΕΙΔΟΥΣ,DIAGNOSTIC,PROCEDURE_ROOM
B314121,ΕΛΕΓΧΟΣ (ΑΜΕΣΟΣ ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ & ΚΑΛΛΙΕΡΕΓΕΙΑ) ΣΤΕΙΡΟΥ ΒΙΟΛΟΓΙΚΟΥ ΥΛΙΚΟΥ ΓΙΑ ΝΗΜΑΤΟΕΙΔΕΙΣ ΜΗΚΗΤΕΣ (ΥΦΟΜΗΚΥΤΕΣ) ΚΑΘΩΣ ΚΑΙ ΤΑΥΤΟΠΟΙΗΣΗ ΣΕ ΕΠΙΠΕΔΟ ΕΙΔΟΥΣ,DIAGNOSTIC,PROCEDURE_ROOM
B314125,ΚΑΛΛΙΕΡΓΕΙΑ ΚΟΛΠΙΚΟΥ ΕΚΚΡΙΜΑΤΟΣ ΚΑΙ ΑΛΛΩΝ ΥΛΙΚΩΝ ΤΟΥ ΓΕΝΝΗΤΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΓΙΑ MYCOPLASMA HOMINIS ΚΑΙ UREAPLASMA UREALYTICUM,SURGICAL,OPERATING_ROOM
B314127,ΚΑΛΛΙΕΡΓΕΙΑ ΒΙΟΛΟΓΙΚΟΥ ΥΛΙΚΟΥ ΓΙΑ ΜΙΚΡΡΟΡΓΑΝΙΣΜΟΥΣ ΤΗΣ ΟΙΚΟΓΕΝΕΙΑΣ CHLAMYDIACEAE,SURGICAL,OPERATING_ROOM
B314139,"ΚΑΛΛΙΕΡΓΕΙΑ ΜΥΚΟΒΑΚΤΗΡΙΔΙΩΝ ΣΕ ΣΤΕΡΕΑ ΘΡΕΠΤΙΚΑ ΥΛΙΚΑ (LOWENSTEIN-JENSEN, MIDDLEBROOK7H11/ 7H10)",SURGICAL,OPERATING_ROOM
B314143,ΤΑΥΤΟΠΟΙΗΣΗ ΕΙΔΩΝ ΜΥΚΟΒΑΚΤΗΡΙΔΙΩΝ ΣΕ ΕΠΙΠΕΔΟ ΕΙΔΟΥΣ,SURGICAL,OPERATING_ROOM
B314187,ΑΝΕΝΕΡΓΟΣ,SURGICAL,OPERATING_ROOM
B314193,ΤΑΥΤΟΠΟΙΗΣΗ / ΤΥΠΟΠΟΙΗΣΗ ΜΙΚΡΟΟΡΓΑΝΙΣΜΩΝ ΜΕ ΤΗΝ ΜΕΘΟΔΟ ΤΗΣ ΑΕΡΙΑΣ ΥΓΡΗΣ ΧΡΩΜΑΤΟΓΡΑΦΙΑΣ (GLC) Η ΤΗΣ ΥΨΗΛΗΣ ΠΙΕΣΗΣ ΥΓΡΗΣ ΧΡΩΜΑΤΟΓΡΑΦΙΑΣ (HPLC),SURGICAL,OPERATING_ROOM
B314201,"ΟΡΟΛΟΓΙΚΗ ΤΥΠΟΠΟΙΗΣΗ ΒΑΚΤΗΡΙΔΙΩΝ (SHIGELLA SP, SALMONELLA SP, E. COLI ΚΛΠ) ΑΝΑ ΑΝΑΖΗΤΟΥΜΕΝΟ ΟΡΟΤΥΠΟ",SURGICAL,OPERATING_ROOM
B314205,"ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΜΙΚΡΟΟΡΓΑΝΙΣΜΩΝ ΠΟΥ ΔΕΝ ΑΝΑΦΕΡΟΝΤΑΙ ΑΛΛΟΥ, ΣΕ ΚΛΙΝΙΚΑ ΔΕΙΓΜΑΤΑ ΜΕ ΤΗ ΜΕΘΟΔΟ ΤΟΥ ΙΧΝΗΛΑΤΗ DNA (DNA PROBE)",SURGICAL,OPERATING_ROOM
B314211,ΤΥΠΟΠΟΙΗΣΗΜΙΚΡΟΟΡΓΑΝΙΣΜΩΝ ΠΟΥ ΔΕΝ ΑΝΑΦΕΡΟΝΤΑΙ ΑΛΛΟΥ ΜΕ ΤΗ ΜΕΘΟΔΟ ΤΗΣ ΗΛΕΚΤΡΟΦΟΡΗΣΗΣ ΣΕ ΠΑΛΛΟΜΕΝΟ ΗΛΕΚΤΡΙΚΟ ΠΕΔΙΟ (PFGE),DIAGNOSTIC,PROCEDURE_ROOM
B314223,ΤΑΥΤΟΠΟΙΗΣΗ / ΤΥΠΟΠΟΙΗΣΗ ΜΙΚΡΟΟΡΓΑΝΙΣΜΩΝ ΜΕ ΑΛΛΗ ΜΗ ΑΝΑΦΕΡΟΜΕΝΗ ΜΕΘΟΔΟ,SURGICAL,OPERATING_ROOM
B314235,"ΕΞΕΤΑΣΗ ΜΙΚΡΟΣΚΟΠΙΟ ΣΚΟΤΕΙΝΟΥ ΠΕΔΙΟΥ, ΒΙΟΛΟΓΙΚΟΥ ΥΛΙΚΟΥ ΑΠΟ ΟΠΟΙΑΔΗΠΟΤΕ ΠΡΟΕΛΕΥΣΗ (Π.Χ. ΠΕΟΣ, ΚΟΛΠΟΣ, ΣΤΟΜΑΤΙΚΗ ΚΟΙΛΟΤΗΤΑ ΔΕΡΜΑ) ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ Η ΔΕΙΓΜΑΤΟΛΗΨΙΑ",DIAGNOSTIC,PROCEDURE_ROOM
B314239,"ΕΞΕΤΑΣΗ ΜΙΚΡΟΣΚΟΠΙΟ ΣΚΟΤΕΙΝΟΥ ΠΕΔΙΟΥ, ΒΙΟΛΟΓΙΚΟΥ ΥΛΙΚΟΥ ΑΠΟ ΟΠΟΙΑΔΗΠΟΤΕ ΠΡΟΕΛΕΥΣΗ (Π.Χ. ΠΕΟΣ, ΚΟΛΠΟΣ, ΣΤΟΜΑΤΙΚΗ ΚΟΙΛΟΤΗΤΑ ΔΕΡΜΑ) ΔΕΝ ΠΕΡΙΛΑΜΒΑΝΕΤΑΙ Η ΔΕΙΓΜΑΤΟΛΗΨΙΑ",DIAGNOSTIC,PROCEDURE_ROOM
B314243,ΜΑΚΡΟΣΚΟΠΙΟΚΗ ΕΞΕΤΑΣΗ ΓΙΑ ΑΡΘΡΟΠΟΔΑ,DIAGNOSTIC,PROCEDURE_ROOM
B314245,ΜΑΚΡΟΣΚΟΠΙΟΚΗ ΕΞΕΤΑΣΗ ΓΙΑ ΠΑΡΑΣΙΤΑ,DIAGNOSTIC,PROCEDURE_ROOM
B314251,ΕΞΕΤΑΣΗ ΓΙΑ ΟΞΥΟΥΡΟΥΣ (SELOTAPE TEST),DIAGNOSTIC,PROCEDURE_ROOM
B314259,ΟΜΟΓΕΝΟΠΟΙΗΣΗ ΙΣΤΟΥ ΓΙΑ ΚΑΛΛΙΕΡΓΕΙΑ,SURGICAL,OPERATING_ROOM
B314261,ΠΑΡΑΣΙΤΟΛΟΓΙΚΗ ΚΟΠΡΑΝΩΝ (ΑΜΕΣΟ ΠΑΡΑΣΚΕΥΑΣΜΑ ΚΑΙ ΣΥΓΚΕΝΤΡΩΣΗ - ΤΑΥΤΟΠΟΙΗΣΗ),SURGICAL,OPERATING_ROOM
B314269,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΛΑΧΙΣΤΗΣ ΑΝΑΣΤΑΛΤΙΚΗΣ ΠΥΚΝΟΤΗΤΑΣ (MIC) ΜΕ ΤΑΙΝΙΑ ΔΙΑΒΑΘΜΙΣΜΕΝΗΣ ΣΥΓΚΕΝΤΡΩΣΗΣ ΣΕ ΑΓΑΡ ΑΝΑ ΑΝΤΙΜΙΚΡΟΒΙΑΚΟ ΠΑΡΑΓΟΝΤΑ,SURGICAL,OPERATING_ROOM
B314275,ΈΛΕΓΧΟΣ ΕΥΑΙΣΘΗΣΙΑΣ ΣΤΑ ΑΝΤΙΒΙΟΤΙΚΑ ΜΕ ΤΗ ΜΕΘΟΔΟ ΔΙΑΧΥΣΗΣ ΤΩΝ ΔΙΣΚΩΝ / KIRBY-BAUER (12-16 ΑΝΤΙΒΙΟΤΙΚΑ),SURGICAL,OPERATING_ROOM
B314277,ΔΙΕΡΕΥΝΗΣΗ ΜΗΧΑΝΙΣΜΩΝ ΑΝΤΟΧΗΣ ΤΩΝ ΒΑΚΤΗΡΙΩΝ ΣΤΑ ΑΝΤΙΒΙΟΤΙΚΑ ΜΕ ΧΡΗΣΗ ΕΝΖΥΜΩΝ (ΠΧ ΝΙΤΡΟΣΕΦΙΝΗ) ΑΝΑ ΔΟΚΙΜΑΣΙΑ,SURGICAL,OPERATING_ROOM
B314279,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΛΑΧΙΣΤΗΣ ΑΝΑΣΤΑΛΤΙΚΗΣ ΠΥΚΝΟΤΗΤΑΣ (MIC) ΜΕ ΤΗ ΜΕΘΟΔΟ ΤΩΝ ΜΙΚΡΟΑΡΑΙΩΣΕΩΝ ΣΕ ΠΛΑΚΑ ΜΙΚΤΟΤΙΤΛΟΔΟΤΗΣΕΩΝ Η ΣΕ ΑΡΑΙΩΣΕΙΣ ΣΕ ΑΓΑΡ / ΑΝΑ ΠΛΑΚΑ,SURGICAL,OPERATING_ROOM
B314281,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΛΑΧΙΣΤΗΣ ΒΑΚΤΗΡΙΟΚΤΟΝΟΥ ΠΥΚΝΟΤΗΤΑΣ (MΒC) ΜΕ ΤΗ ΜΕΘΟΔΟ ΤΩΝ ΜΙΚΡΟΑΡΑΙΩΣΕΩΝ ΣΕ ΠΛΑΚΑ ΜΙΚΤΟΤΙΤΛΟΔΟΤΗΣΕΩΝ Η ΣΕ ΑΡΑΙΩΣΕΙΣ ΣΕ ΑΓΑΡ / ΑΝΑ ΠΛΑΚΑ,SURGICAL,OPERATING_ROOM
B314283,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΛΑΧΙΣΤΗΣ ΑΝΑΣΤΑΛΤΙΚΗΣ ΠΥΚΝΟΤΗΤΑΣ (MIC) ΜΕ ΤΗ ΜΕΘΟΔΟ ΤΩΝ ΜΙΚΡΟΑΡΑΙΩΣΕΩΝ ΣΕ ΠΛΑΚΑ ΜΙΚΤΟΤΙΤΛΟΔΟΤΗΣΕΩΝ Η ΣΕ ΑΡΑΙΩΣΕΙΣ ΣΕ ΑΓΑΡ / ΚΑΘΕ ΑΝΤΙΒΙΟΤΙΚΟ,SURGICAL,OPERATING_ROOM
B314287,"ΈΛΕΓΧΟΣ ΑΝΤΟΧΗΣ ΜΥΚΟΒΑΚΤΗΡΙΔΙΩΝ ΣΤΑ ΠΡΩΤΕΥΟΝΤΑ ΑΝΤΙΦΥΜΑΤΙΚΑ ΦΑΡΜΑΚΑ (ΙΣΟΝΙΑΖΙΔΗ, ΡΙΦΑΜΠΙΚΙΝΗ, ΣΤΡΕΠΤΟΜΥΚΙΝΗ, ΕΘΑΜΒΟΥΤΟΛΗ) ΣΕ ΣΤΕΡΕΑ ΘΡΕΠΤΙΚΑ ΥΛΙΚΑ",SURGICAL,OPERATING_ROOM
B314301,ΤΙΤΛΟΣ ΒΑΚΤΗΡΙΟΚΤΟΝΟΥ ΔΡΑΣΗΣ ΣΤΟΝ ΟΡΟ (SCHLICTER TEST),SURGICAL,OPERATING_ROOM
B314317,ΧΡΩΣΗ ΚΛΙΝΙΚΟΥ ΥΛΙΚΟΥ ΚΑΤΑ GRAM,SURGICAL,OPERATING_ROOM
B314319,ΧΡΩΣΗ ΒΙΟΛΟΓΙΚΟΥ ΥΛΙΚΟΥ ΚΑΤΑ ZIEHL - NIELSEN,SURGICAL,OPERATING_ROOM
B314321,"ΕΠΙΧΡΙΣΜΑ ΑΙΜΑΤΟΣ ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΠΑΡΑΣΙΤΩΝ (ΠΛΑΣΜΩΔΙΑ, ΤΡΥΠΑΝΟΣΩΜΑΤΑ ΚΛΠ)",SURGICAL,OPERATING_ROOM
B314325,ΤΡΙΧΡΩΜΗ ΧΡΩΣΗ ΒΙΟΛΟΓΙΚΟΥ ΥΛΙΚΟΥ (ΚΟΠΡΑΝΩΝ) ΓΙΑ ΑΝΙΧΝΕΥΣΗ ΟΩΝ ΚΑΙ ΕΝΗΛΙΚΩΝ ΠΑΡΑΣΙΤΩΝ,SURGICAL,OPERATING_ROOM
B314327,"ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ ΥΓΡΟΥ ΠΡΑΣΚΕΥΑΣΜΑΤΟΣ (ΜΕ Φ.Ο, ΚΟΗ, ΣΙΝΙΚΗ ΜΕΛΑΝΗ, LACTOPHENOL BLUE Κ.Α)",DIAGNOSTIC,PROCEDURE_ROOM
B314347,"ΑΜΕΣΟΣ ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΑΠΟ ΔΕΡΜΑ, ΤΡΙΧΕΣ ΚΑΙ ΝΥΧΙΑ ΓΙΑ ΔΕΡΜΑΤΟΦΥΤΑ, ΖΥΜΟΜΥΚΗΤΕΣ Η ΑΚΑΡΕΑ",DIAGNOSTIC,PROCEDURE_ROOM
B314367,ΑΝΕΝΕΡΓΟΣ,SURGICAL,OPERATING_ROOM
B314407,ΑΝΙΧΝΕΥΣΗ ΙΩΝ ΜΕ ΚΑΛΛΙΕΡΓΕΙΑ ΒΙΟΛΟΓΙΚΟΥ ΔΕΙΓΜΑΤΟΣ ΣΕ ΕΜΒΡΥΟΦΟΡΟ ΩΟ ΗΠΕΙΡΑΜΑΤΟΖΩΟ,SURGICAL,OPERATING_ROOM
B314411,ΑΝΙΧΝΕΥΣΗ ΙΩΝ ΜΕ ΚΑΛΛΙΕΡΓΕΙΑ ΒΙΟΛΟΓΙΚΟΥ ΔΕΙΓΜΑΤΟΣ ΣΕ ΚΥΤΤΑΡΟΚΑΛΛΙΕΡΓΕΙΑ,SURGICAL,OPERATING_ROOM
B314413,ΤΑΥΤΟΠOΙΗΣΗ ΙΟΥ (ΜΕΤΑ ΤΗΝ ΚΑΛΛΙΕΡΓΕΙΑ) ΜΕ ΕΙΔΙΚΕΣ ΔΟΚΙΜΑΣΙΕΣ ΑΝΑ ΣΤΕΛΕΧΟΣ ΙΟΥ,SURGICAL,OPERATING_ROOM
B314415,ΑΝΙΧΝΕΥΣΗ ΙΩΝ ΜΕ ΚΑΛΛΙΕΡΓΕΙΑ ΒΙΟΛΟΓΙΚΟΥ ΔΕΙΓΜΑΤΟΣ ΜΕ ΤΗΝ ΤΕΧΝΙΚΗ SHELL VIAL,SURGICAL,OPERATING_ROOM
B314417,ΤΑΥΤΟΠOΙΗΣΗ ΙΟΥ (ΜΕΤΑ ΤΗΝ ΚΑΛΛΙΕΡΓΕΙΑ) ΜΗ ΑΝΟΣΟΛΟΓΙΚΗ ΜΕΘΟΔΟ (ΠΧ ΜΕ ΕΙΔΙΚΗ ΕΝΖΥΜΙΚΗ ΔΡΑΣΤΗΡΙΟΤΗΤΑ),SURGICAL,OPERATING_ROOM
B314427,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΑΔΕΝΟΪΟΥ,SURGICAL,OPERATING_ROOM
B314437,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ BORDETELLA PERTUSIS /PARAPERTUSIS,SURGICAL,OPERATING_ROOM
B314441,ΑΝΙΧΝΕΥΣΗ ΣΤΑ ΚΟΠΡΑΝΑ ΤΟΥ ΑΝΤΙΓΟΝΟΥ ΕΝΤΕΡΟΪΩΝ,SURGICAL,OPERATING_ROOM
B314445,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ GIARDIA,SURGICAL,OPERATING_ROOM
B314447,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ CHLAMYDIA TRACHOMATIS,SURGICAL,OPERATING_ROOM
B314449,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ CYTOMEGALOVIRUS (CMV),SURGICAL,OPERATING_ROOM
B314451,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΚΡΥΠΤΟΣΠΟΡΙΔΙΟΥ,SURGICAL,OPERATING_ROOM
B314453,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ HERPES SYMPLEX VIRUS (HSV) ΤΥΠΟΥ 2,SURGICAL,OPERATING_ROOM
B314455,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ HERPES SYMPLEX VIRUS (HSV) ΤΥΠΟΥ 1,SURGICAL,OPERATING_ROOM
B314457,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΙΟΥ ΤΗΣ ΓΡΙΠΗΣ ΤΥΠΟΥ Β,SURGICAL,OPERATING_ROOM
B314459,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΙΟΥ ΤΗΣ ΓΡΙΠΗΣ ΤΥΠΟΥ Α,SURGICAL,OPERATING_ROOM
B314461,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ LEGIONELLA MICDADEI,SURGICAL,OPERATING_ROOM
B314463,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ LEGIONELLA PNEUMOPHILA,SURGICAL,OPERATING_ROOM
B314465,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΙΟY PARAINFLUENZA,SURGICAL,OPERATING_ROOM
B314467,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΑΝΑΠΝΕΥΣΤΙΚΟΥ ΣΥΓΚΥΤΙΑΚΟΥ ΙΟΥ (RSV),SURGICAL,OPERATING_ROOM
B314469,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ PNEUMOCYSTIS SP,SURGICAL,OPERATING_ROOM
B314473,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΙΟΥ ΙΛΑΡΑΣ,SURGICAL,OPERATING_ROOM
B314477,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ TREPONEMA PALLIDUM,SURGICAL,OPERATING_ROOM
B314487,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΙΟΥ ΑΝΕΜΟΒΛΟΓΙΑΣ-ΕΡΠΗΤΑ-ΖΩΣΤΗΡΑ,SURGICAL,OPERATING_ROOM
B314505,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ΜΟΛΥΣΜΑΤΙΚΟΥ ΠΑΡΑΓΟΝΤΑ (ΜΗ ΑΛΛΑΧΟΥ ΑΝΑΦΕΡΟΜΕΝΟΥ),SURGICAL,OPERATING_ROOM
B314507,ΑΝΕΝΕΡΓΟΣ,SURGICAL,OPERATING_ROOM
B314509,ΑΝΙΧΝΕΥΣΗ ΣΤΑ ΚΟΠΡΑΝΑ ΤΟΥ ΑΝΤΙΓΟΝΟΥ ΤΟΥ ΑΔΕΝΟΪΟΥ ΕΝΤΕΡΙΚΟΥ ΤΥΠΟΥ 40/41,SURGICAL,OPERATING_ROOM
B314517,ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΓΟΝΟΥ ASPERGILLUS SP ΣΤΟ ΑΙΜΑ,SURGICAL,OPERATING_ROOM
