substance_id,substance_name
9478,13 Grass Pollen Mixture
9479,"Mixture Of Allergen Extracts From Betula Spp., Alnus Spp. And Corylus Spp., Glutaraldehyde Modified"
9480,"Ammi Visnaga, Aralia Racemosa, Larrea Mexicana Trit. D2, Cardiospermum Halicacabum, Galphimia Glauca, Luffa Operculata, Okoubaka Aubrevillei"
9481,"Soft Extract Of Crude Pollen Of Secale Cereale, Phleum Pratense And Zea Mays (30:1.5:1), First Extraction Solvent: Water:acetone:sodium Laurilsulfate (27:1:0.01 W/W), Second Extraction Solvent: Acetone (100%), Dry Extract Of Crude Pollen Of Secale Cereale"
9482,"Grass Pollen Thick Extract (Rye : Timothy Grass : Maize, 30:1.5:1), Pollen Extract Residue Dry Extract"
9483,Stannous Chloride Dihydrate
9484,Sodium Diethylenetriaminepentaacetate Monohydrate
9485,Mebrofenin Sodium
9486,"Amlodipine, Amlodipine Besilate, Perindopril Arginine"
9487,"Colchicum Autumnale Trit D6, Ferrum Phosphoricum Trit D12"
9488,"Guajacum Dil D 3, Colchicum D4, Kalium Iodatum Dil. D4, Ferrum Phosphoricum Dil. D8, Filipendula Ulmaria Mother Tincture, Dulcamara Dil. D4, Rhus Toxicodendron Dil. D4"
9489,"Dexamethasone Sodium Metasulphobenzoate, Neomycin Sulfate, Polymyxin B Sulfate"
9490,"Neomycin Sulfate, Polymyxin B, Dexamethasone"
9491,"Pumilio Pine Oil, Rosemary Oil"
9492,Macrogol 400
9493,Macrogol
9494,"Neomycin Sulfate, Nystatin, Polymyxin B Sulfate"
9495,"Potassium Chloride, Sodium Chloride, Calcium Gluconate, Glucose Monohydrate"
9496,"Crospovidone, Karaya Gum"
9497,Polymyxin B Sulfate
9498,Azoximer Bromide
9499,"Polymyxin B Sulfate, Trimethoprim"
9500,"Escherichia Coli (Inactivated), Klebsiella Pneumoniae (Inactivated), Staphylococcus Aureus Inactivated Bacteria, Staphylococcus Epidermidis Inactivated Bacteria, Streptococcus Salivarius Inactivated Bacteria, Streptococcus Pneumoniae Inactivated Bacteria,"
9501,Cipaglucosidase Alfa
9502,Pivampicillin
9503,"Acetylsalicylic Acid, Aluminium Hydroxide Gel, Dried, Magnesium Hydroxide"
9504,Ponesimod
9505,"Neomycin, Nystatin, Triamcinolone"
9506,Standardised Bacterial Culture Suspension
9507,"Hydrocortisone, Escherichia Coli (Inactivated)"
9508,"Hydrocortisone, Standardised Bacterial Culture Suspension"
9509,Topotecan Hydrochloride
9510,"Acidum Phosphoricum Dil. D 1, Selenium Dil. D 8, Acidum Silicicum Dil. D8"
9511,Potassium Aspartate
9512,"Aspartic Acid, Potassium"
9513,"Potassium Hydroxide, Lactic Acid"
9514,"Potassium Hydrogen Carbonate, Potassium Citrate, Potassium Tartrate, Potassium Malate, Potassium Succinate"
9515,"Potassium Hydrogen Carbonate, Potassium Hydrogen Tartrate"
9516,Potassium Chloride Bp
9517,Potassium Chloride Ph. Eur.
9518,Potassium
9519,"Potassium Chloride, Potassium Glycerophosphate"
9520,Mogamulizumab
9521,"Menthol, Zinc Oxide, Methyl Salicylate, Phenol, Liquefied"
9522,"Dry Extract Of Ginseng (3-7:1), Extraction Solvent: Ethanol 40% V/V"
9523,"Dry Extract Of Melissa Leaf (4-6 : 1), Extraction Solvent: Ethanol 30 % (W/W), Dry Extract Of Valerian Root (3-4:1), Extraction Solvent: Ethanol 70% V/V"
9524,Alirocumab
9525,Pramiracetam
9526,Pramiracetam Sulfate
9527,"Carnitine Hydrochloride, Cyproheptadine Hydrochloride, Lysine Hydrochloride"
9528,Prasugrel Hydrobromide
9529,Prasugrel Hydrochloride
9530,Pranoprofen
9531,"Pravastatin Sodium, Fenofibrate"
9532,Pravastatin
9533,Idarucizumab
9534,Promazine Hydrochloride
9535,Prednisolone Metasulfobenzoate Sodium
9536,Prednisone Micronised
9537,"Chloramphenicol, Prednisolone"
9538,Prednisolone Acetate Ph. Eur.
9539,Prednisolone Sesquihydrate
9540,Prednisolone Sodium Phosphate Ph. Eur.
9541,Prednisone Acetate
9542,Prednisolone Pivalate
9543,5-Methyltetrahydrofolate Di Calcium Pentahydrate
9544,"Ferrous Fumarate Ph. Eur., Folic Acid Ph. Eur."
9545,"Menthae Piperitae Folium, Sennae Folium, Liquorice Root, Fennel Seed, Millefolii Herba"
9546,Echinaceae Angustifoliae Tinctura
9547,"Apis Mellifica C15, Cavia Cobaya Lung Histamine C15, Pollen C15"
9548,"Metoprolol Tartrate, Chlortalidone"
9549,Vitex Agnus-Castus
9550,"Ascorbic Acid, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Riboflavin, Thiamine Nitrate, Calcium Carbonate, Ferrous Fumarate, Magnesium Oxide, Potassium Iodide, Pyridoxine Hydrochloride, Retinol, Dl-Alpha Tocopherol Acetate"
9551,Ritodrine Hydrochloride
9552,"Shark-Liver Oil, Yeast Extract"
9553,Saccharomyces Cerevisiae Extract
9554,"Fucus Vesiculosus, Calcium Carbonicum Hahnemanni D8, Kalium Carbonicum D3, Graphites D30, Sulfur D5"
9555,"Strophantus Gratus Dil. D4, Convallaria Majalis D2, Urginea Maritima D4, Passiflora Incarnata Mother Tincture, Crataegus Mother Tincture"
9556,"Carum Carvi, Gentiana Lutea Ø, Chelidonium Majus Dil. D7, Citrullus Colocynthis Dil. D7, Atropa Bella-Donna D4, Fel Tauri D4, Matricaria Recutita Mother Tincture"
9557,"Ceanothus Americanus, China Officinalis D4, Ferrum Arsenicosum Dil. D6"
9558,"Ambra Grisea D2, Acidum Phosphoricum Trit. D 3, Acidum Picrinicum Dil. D4, Zincum Phosphoricum Trit. D4, Zincum Aceticum Trit. D4, Zincum Isovalerianicum Trit. D4"
9559,"Silicea D12, Symphytum Officinale D12, Cobaltum Metallicum Dil. D8, Symphytum Officinale Dil. D20, Calcium Carbonicum Hahnemanni D8, Aesculus Hippocastanum Dil. D1, Calcium Phosphoricum Dil. D8, Calcium Carbonicum Hahnemanni Dil. D12, Calcium Phosphoricum"
9560,"Euspongia Officinalis, Spongilla Lacustris Ø, Lycopus Virginicus, Arsenum Iodatum D6"
9561,"Euspongia Officinalis D6, Fucus Vesiculosus (Hab 34) D6, Vitex Agnus-Castus D2, Iodum D8"
9562,"Conium Maculatum D12, Magnesium Chloratum D10, Manganum Sulfuricum D10, Hydrastis Canadensis Dil. D12, Chelidonium Majus D6, Berberis Vulgaris Dil. D4"
9563,"Echinacea Dil. D2, Kalium Carbonicum D5, Petroleum Rectificatum D6"
9564,"Gelsemium Sempervirens Dil. D 6, Echinacea Dil. D3, Bryonia Dil. D4, Eupatorium Perfoliatum D8, Phosphorus Dil. D6"
9565,"Semecarpus Anacardium D8, Strychnos Nux-Vomica Dil. D4, Colchicum Autumnale Dil. D6, Argentum Nitricum Dil. D6, Carbo Vegetabilis Dil. D8"
9566,"Manganum Aceticum D6, Luffa Operculata Dil. D6, Sulfur Iodatum D6, Kalium Bichromicum D6, Echinacea Dil. D3, Hydrargyrum Sulfuratum Rubrum D10"
9567,Undecylenic Acid Monoethanolamide
9568,"Anas Barbariae Hepatis Et Cordis Extractum K200, Aconitum Napellus C5, Cuprum Metallicum C3, Atropa Bella-Donna C5, Echinacea C3, Vincetoxicum Hirundinaria C5, Haemophilus Influenzae C9"
9569,"Pneumococcal Polysaccharide Serotype 1 Conjugated To Crm197 Adsorbed On Aluminium Phosphate, Pneumococcal Polysaccharide Serotype 5 Conjugated To Crm197 Adsorbed On Aluminium Phosphate, Pneumococcal Polysaccharide Serotype 3 Conjugated To Crm197 Adsorbed "
9570,"Pneumococcal Polysaccharide Serotype 1 Conjugated To Crm197 Adsorbed On Aluminium Phosphate, Pneumococcal Polysaccharide Serotype 22f Conjugated To Crm197 Adsorbed On Aluminium Phosphate, Pneumococcal Polysaccharide Serotype 15b Conjugated To Crm197 Adsor"
9571,Fluindione
9572,Letermovir
9573,Ziconotide
9574,Acarus Siro Extract
9575,"Betula Alba Pollen Extract, Alnus Glutinosa Pollen Extract, Corylus Avellana Pollen Extract"
9576,Betula Alba Pollen Extract
9577,Blomia Tropicalis Extract
9578,Chortoglyphus Arcuatus Extract
9579,Dermatophagoides Farinae Extract
9580,Egg White Extract
9581,Alnus Glutinosa Pollen Extract
9582,Chenopodium Album Pollen Extract
9583,Hordeum Vulgare Pollen Extract
9584,"Hordeum Vulgare Pollen Extract, Avena Sativa Pollen Extract, Secale Cereale Pollen Extract, Triticum Aestivum Pollen Extract"
9585,Parietaria Pollen Extract
9586,Glycyphagus Domesticus Extract
9587,"Timothy Grass Pollen Extract, Lolium Perenne Pollen Extract, Poa Pratensis Pollen Extract, Festuca Elatior Pollen Extract, Dactylis Glomerata Pollen Extract"
9588,Corylus Avellana Pollen Extract
9589,Holcus Lanatus Pollen Extract
9590,Rabbit Epithelium Extract
9591,Cat Epithelium Extract
9592,Dactylis Glomerata Pollen Extract
9593,Lepidoglyphus Destructor Extract
9594,Timothy Grass Pollen Extract
9595,Lolium Perenne Pollen Extract
9596,Agrostis Stolonifera Pollen
9597,"Alnus Glutinosa Pollen, Betula Verrucosa Pollen, Corylus Avellana Pollen"
9598,Corylus Avellana Pollen
9599,Festuca Rubra Pollen
9600,Lolium Perenne Pollen
9601,Parietaria Sp. Pollen
9602,"Phleum Pratense Pollen, Poa Pratensis Pollen, Lolium Perenne Pollen, Secale Cereale Pollen, Arrhenatherum Elatius Pollen, Holcus Lanatus Pollen, Anthoxanthum Odoratum Pollen, Agrostis Stolonifera Pollen, Dactylis Glomerata Pollen, Festuca Rubra Pollen"
9603,Poa Pratensis Pollen
9604,Poa Pratensis Pollen Extract
9605,Secale Cereale Pollen Extract
9606,Anthoxanthum Odoratum Pollen Extract
9607,Plantago Lanceolata Pollen Extract
9608,Plantain Pollen Extract
9609,Tyrophagus Putrescentiae Extract
9610,Triticum Aestivum Pollen Extract
9611,Festuca Elatior Pollen Extract
9612,Anguilla Anguilla
9613,Acer
9614,Robinia
9615,Alternaria Tenuis
9616,Ananas Comosus
9617,Citrus Aurantium
9618,"Ulmus, Corylus Avellana, Alnus, Populus Alba, Willow Pollen"
9619,"Betula, Beech, Oak, Plane Pollen"
9620,Brassica Oleracea Var. Botrytrisso
9621,Cladosporium Herbarum
9622,Citrus Nobilis
9623,Oak
9624,Duck Meat
9625,Alnus
9626,Ash
9627,"Pork, Beef, Mutton Meat"
9628,"Chicken, Duck Meat, Goose Meat, Turkey Meat"
9629,Trout
9630,Fusarium Spp.
9631,Goose Meat
9632,Chenopodium Album
9633,Hordeum Vulgare
9634,Hordei Farina
9635,Wall Pellitory
9636,Grapefruit
9637,"Phleum Pratense, Holcus Lanatus, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis"
9638,"Triticum Aestivum, Phleum Pratense, Holcus Lanatus, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale, Oat, Hordeum Vulgare"
9639,Hornbeam
9640,Mutton Meat
9641,Corylus Avellana
9642,Halibut
9643,Cynodon Dactylon
9644,Chamomile
9645,Dactylis Glomerata
9646,"Plantago Lanceolata, Urtica Dioica, Artemisia Vulgaris, Taraxacum Officinale"
9647,Cow Milk
9648,Salmon
9649,Tilia Cordata
9650,Corn Flour
9651,Mucor Mucedo
9652,Capsicum
9653,Bertholletia Excelsa
9654,"Cladosporium Herbarum, Botrytis Cinerea, Helminthosporium Halodes, Alternaria Tenuis, Cochliobolus Lunatus, Fusarium Spp."
9655,"Mucor Mucedo, Pullularia Pullulans, Serpula Lacrimans, Rhizopus Nigricans, Aspergillus Fumigatus, Penicillium Notatum"
9656,Pullularia Pullulans
9657,Turkey Meat
9658,Lolium Perenne
9659,Cow Epithelia
9660,Beef
9661,Secale Cereale
9662,Sus Scrofa Thymus
9663,Sole
9664,Apium Graveolens Var. Dulce Root
9665,Asparagus Officinalis
9666,Spinacia Oleracea
9667,Ulmus
9668,Willow Pollen
9669,Grape
9670,Phleum Pratense
9671,Poa Pratensis
9672,Festuca Pratensis
9673,Pridinol Hydrochloride
9674,"Tiliae Flos, Marshmallow Root, Rose Fruit, Wild Thyme, Plantaginis Lanceolatae Folium, Liquorice Root"
9675,"Piretanide, Ramipril"
9676,"Articaine, Epinephrine"
9677,Mequitazine
9678,Primaquine
9679,Primaquine Phosphate
9680,"Chlorcyclizine Hydrochloride, Cinnarizine"
9681,"Ornithine Hydrochloride, Taurine, Glutamic Acid, Glycine, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Cysteine, L-Aspartic Acid, L-Phenylalanine, L-Lysine, L-Alani"
9682,"Taurine, Glutamic Acid, Glycine, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Cysteine, L-Aspartic Acid, L-Ornithine Hydrochloride, L-Phenylalanine, L-Lysine, L-Ala"
9683,"Taurine, Glycine, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Cysteine, L-Aspartic Acid, L-Ornithine Hydrochloride, L-Phenylalanine, L-Glutamic Acid, L-Lysine, L-A"
9684,"Taurine, Glycine, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Cysteine, L-Aspartic Acid, L-Ornithine Hydrochloride, L-Phenylalanine, Lysine Monohydrate, L-Glutamic"
9685,"Valine, Ornithine Hydrochloride, Alanine, Arginine, Cysteine, Histidine, Isoleucine, Leucine, Lysine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Glutamic Acid, Glycine, Tryptophan"
9686,Metenolone Enantate
9687,Norethisterone Bp
9688,"Gadoxetic Acid, Disodium"
9689,"Hyoscyamus Niger Ex Herba Ferm 33d Ø (Hab, Vs. 33d), Myocardium Bovis Gl Dil. D7 (Hab, Vs. 41c), Quarz, Ölauszug Aus Hypericum Perforatum, Herba Rec. (4:1) Auszugsmittel: Raffiniertes Erdnussöl, Primula Veris E Floribus W 5% (Hab, Vs. 12g Mit Raffiniertem"
9690,"Conchae Dil. D9, Hyoscyamus Niger Ex Herba Ferm 33d Dil. D3 (Hab, Vs. 33d), Onopordum Acanthium E Floribus Ferm 33c Dil. D2 (Hab, Vs. 33c), Primula Veris E Floribus Ferm 33c Dil. D2 (Hab, Vs. 33c)"
9691,"Cor Bovis Gl Dil. D7 (Hab, Vs. 41c), Conchae Dil. D9, Convallaria Majalis E Planta Tota Ferm 33c Dil. D2 (Hab, Vs. 33c), Hyoscyamus Niger Ex Herba Ferm 33d Dil. D3 (Hab, Vs. 33d), Urginea Maritima Var. Rubra E Bulbo Ferm 33b Dil. D2 (Hab, Vs. 33b), Onopor"
9692,"Measles Virus Edmonston-Schwarz Strain (Live, Attenuated) Produced In Chick Embryo Cells, Mumps Virus Rit 4385 Strain (Live, Attenuated) Derived From From The Jeryl Lynn Produced In Chick Embryo Cells, Rubella Virus Wistar Ra 27/3 Strain (Live, Attenuated"
9693,"Measles Virus Schwarz Strain (Live, Attenuated), Mumps Virus Rit 4385 Strain (Live, Attenuated) Derived From From The Jeryl Lynn Produced In Chick Embryo Cells, Rubella Virus Wistar Ra 27/3 Strain (Live, Attenuated) Produced In Human Diploid (Mrc-5) Cells"
9694,"Rubella Virus Wistar Ra 27/3 Strain (Live, Attenuated), Measles Virus Schwarz Strain (Live, Attenuated), Mumps Virus Rit 4385 Strain, Derived From Jeryl Lynn Strain (Live, Attenuated)"
9695,"Varicella Virus Oka Strain, (Live, Attenuated) Produced In Human Diploid (Mrc-5) Cells, Measles Virus Schwarz Strain (Live, Attenuated), Mumps Virus Rit 4385 Strain (Live, Attenuated) Derived From From The Jeryl Lynn Produced In Chick Embryo Cells, Rubell"
9696,"Varicella Virus Oka Strain, (Live, Attenuated) Produced In Human Diploid (Mrc-5) Cells, Rubella Virus Wistar Ra 27/3 Strain (Live, Attenuated), Measles Virus Schwarz Strain (Live, Attenuated), Mumps Virus Rit 4385 Strain, Derived From Jeryl Lynn Strain (L"
9697,Mesoglycan
9698,Mesoglycan Sodium
9699,"Calcium, Glucose, Lactic Acid, Magnesium, Potassium, Sodium, Chloride Ion, Hydrogen Carbonate"
9700,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Glucose, Lactic Acid"
9701,"Calcium, Glucose, Lactic Acid, Magnesium, Potassium, Sodium, Hydrogen Carbonate"
9702,"Calcium Chloride Dihydrate, Glucose, Lactic Acid, Magnesium, Potassium, Sodium, Chloride Ion, Hydrogen Carbonate"
9703,"Juglans Regia Spag. Peka Dil. D6, Ailanthus Altissima Dil. D4, Euphrasia Spag. Peka Dil. D3, Gratiola Officinalis Dil. D4, Okoubaka Aubrevillei Dil. D3, Smilax Dil. D8, Taraxacum Officinale Spag. Peka Dil. D12"
9704,Propantheline Bromide
9705,Probenecid
9706,Prochlorperazine Maleate Ph. Eur.
9707,Prochlorperazine Maleate Bp
9708,Prochlorperazine Mesilate
9709,"Crataegus Mother Tincture, Camphora Dil. D1"
9710,"Anamirta Cocculus Dil D6, Petroleum Rectificatum Dil D6, Nicotiana Tabacum Dil D6, Psychotria Ipecacuanha Dil. D6"
9711,"Lidocaine, Tribenoside"
9712,"Tribenoside, Lidocaine Hydrochloride"
9713,"Hydrocortisone Acetate, Pramocaine Hydrochloride"
9714,"Lidocaine Hydrochloride Monohydrate, Tribenoside"
9715,"Tribenoside, Anhydrous Lidocaine Hydrochloride"
9716,"Hydrocortisone Acetate, Lidocaine, Zinc Oxide"
9717,"Trimebutine, Ruscogenin"
9718,"Fluocinolone Acetonide, Ketocaine Hydrochloride"
9719,"Zinc Oxide, Bismuth Subgallate, Tannin"
9720,"Benzalkonium Chloride, Hydrocortisone Acetate, Benzocaine, Esculin"
9721,"Benzalkonium Chloride, Hydrocortisone Acetate, Benzocaine, Esculin, Amlintide"
9722,"Cinchocaine Hydrochloride, Framycetin Sulfate, Hydrocortisone, Esculin"
9723,"Hydrocortisone Ph. Eur., Cinchocaine Hydrochloride Bp"
9724,"Heparin Sodium, Hydrocortisone Acetate, Benzocaine"
9725,Triamcinolone Diacetate
9726,Proflavine Hemisulfate
9727,Gadoteridol
9728,"Menthae Piperitae Folium, Fennel Fruit Sweet, Sennae Folium, Liquorice Root, Millefolii Herba"
9729,Procaine
9730,Benzylpenicillin Procaine Monohydrate
9731,"Aloe D3, Paeonia Officinalis D3, Hamamelis Virginiana Mother Tincture"
9732,"Cinchocaine Hydrochloride, Neomycin Sulfate, Hydrocortisone, Esculin"
9733,Aldesleukin
9734,"Isopropyl Alcohol, Ethanol 100%"
9735,Trimeperidine Hydrochloride
9736,Promethazine Hydrochloride Bp
9737,"Paracetamol Bp, Diphenhydramine Hydrochloride Bp, Anhydrous Caffeine, Codeine Phosphate Bp"
9738,"Doxylamine Hydrogen Succinate, Paracetamol Bp, Anhydrous Caffeine, Codeine Phosphate Bp"
9739,"Chlorphenamine Maleate, Phenylephrine Hydrochloride, Ascorbic Acid, Paracetamol, Dextromethorphan Hydrobromide Monohydrate"
9740,Propantheline Bromide Bp
9741,Propiomazine
9742,Propylthiouracil
9743,"Human Coagulation Factor Ix, Human Coagulation Factor Vii, Human Coagulation Factor Ii, Human Coagulation Factor X"
9744,Propolis
9745,Propolis D6
9746,"Propranolol Hydrochloride, Hydrochlorothiazide, Triamterene"
9747,Propranolol Hydrochloride (Ph. Eur.)
9748,Propranolol Hydrochloride Bp
9749,Propyl Parahydroxybenzoate
9750,"Benzododecinium Bromide, Polysorbate 80"
9751,Serenoa Repens
9752,"Conium Maculatum Dil. D 4, Lytta Vesicatoria Dil. D 4, Selenium Amorphum Dil D8, Nasturtium Officinale, Herba (Ø 33 %) D4, Delphinium Staphisagria Spag. Peka Dil. D4, Ononis Spinosa Mother Tincture, Acidum Sulfuricum Dil. D4"
9753,"Dry Extract Of Dry Raw Pollen From Secale Cereale, Phleum Pratense And Zea Mays (30:1.5:1), Der Genuine 2.7-7.5:1, Extraction Solvents: Water, Acetone, Sodium Laurilsulfate (27:1:0.01 W/W/W), Soft Extract Of Dry Raw Pollen From Secale Cereale, Phleum Prat"
9754,"Dry Extract From Ivy Leaf (5-7.5:1), Extraction Solvent: Ethanol: 30% (M/M)"
9755,"Populus Tremuloides Ø, Serenoa Repens Ø, Chondrodendron Dil. D2"
9756,"Extract From Saw Palmetto Fruit Der (8,0-9,52:1), Extraction Solvent: Ethanol 90% (V/V)"
9757,"Chondrodendron Ø, Populus Tremuloides Dil. D2, Serenoa Repens Ø"
9758,Tamsulosin
9759,"Soft Extract From Saw Palmetto Fruit (9-12:1), Extraction Solvent: Ethanol 96% V/V"
9760,"Serenoa Serrulata Fruit Extract, Urtica Root Dry Extract"
9761,"Saw Palmetto Extract (10-14.3:1) , Extraction Solvent: Ethanol 90% W/W, Nettle Root Dry Extract (7.6-12.5:1), Extraction Solvent: Ethanol 60% W/W"
9762,"Sabal Serrulata Extract, Urtica Root Dry Extract"
9763,"Serenoa Repens Fructus, Extractum Spissum, Urtica Root Dry Extract"
9764,"(3s,10s,14s)-1-[4-[[(2s)-4-Carboxy-2-[(2s)-4-Carboxy-2-(6-[18f] Fluoropyridin-3-Amido)butanamido]butanamido]methyl]phenyl]-3-[(Naphthalen-2-Yl)methyl]-1,4,12-Trioxo-2,5,11,13-Tetraazahexadecane-10,14,16-Tricarboxylic Acid"
9765,"Pumpkin Seed, Powdered, Dry Extract From Goldenrod (5-8:1), Extraction Solvent: Ethanol 60% V/V, Dry Extract From Aspen Leaves (5-8:1), Extraction Solvent: Ethanol 60% V/V"
9766,"Pumpkin Seed, Powdered, Dry Extract From Goldenrod (5-8:1), Extraction Solvent: Ethanol 60% V/V, Dry Extract From Aspen Leaves (5-8:1), Extraction Solvent: Ethanol 60% V/V, Dry Extract From Cucurbita Pepo Seeds Deffatted (Der 5-10:1), Extraction Solvents:"
9767,"Dry Extract Of Nettle Root (5.4 - 6.6: 1), Extraction Solvent: Ethanol 20% V/V"
9768,"Soft Extract Of Saw Palmetto (Der 9-11:1), Extraction Solvent: Ethanol 96% V/V"
9769,"Serenoa Repens Fruits Hydroalcoholic Extract, Urtica Root Dry Extract"
9770,"Tincture (1:5) From Valerian Root, Nettle Root, St. John's Wort, Goldenrod Herb, Agrimony Herb, Arnica Flower, Extraction Solvent: Ethanol 70% (V/V)"
9771,"Extract From Saw Palmetto Fruit (6,5 – 9 : 1) Extraction Solvent: Supercritical Carbon Dioxide"
9772,"Prostata Suis D10, Prostata Suis D200, Prostata Suis D30"
9773,"Prostata Suis D12, Prostata Suis D200, Prostata Suis D30, Prostata Suis D8"
9774,"Kreosotum Dil. D1, Populus Tremuloides Ø, Serenoa Repens Ø"
9775,"Pulsatilla Dil. D3, Chimaphila Umbellata Dil. D3, Conium Dil. D5, Ferrum Picrinicum Dil. D4, Chondrodendron Dil. D2, Populus Tremuloides Dil. D3, Serenoa Repens Dil. D2"
9776,"Chimaphila Umbellata Dil. D 2, Serenoa Repens Dil. D 1, Magnesium Carbonicum Dil. D10, Staphisagria D4, Ferrum Picrinicum D6"
9777,"Dry Extract From Saw Palmetto Fruit (8-11:1), Extraction Solvent: Ethanol 90% M/M, Dry Extract From Nettle Root (12-16:-1), Extraction Solvent: Ethanol 70% V/V, Dry Extract From European Goldenrod (5-7:-1), Extraction Solvent: Ethanol 60% V/V"
9778,Sabal Fructus Oleoresinum Ethanolicum
9779,Carboprost Trometamol
9780,"Benzydamine Hydrochloride, Prunus Africana Extract"
9781,Protamine Sulfate
9782,Protamine Hydrochloride
9783,"Magnesium, Potassium, Dry Extract Of Hawthorn Leaf And Flower (4-7:1), Extraction Solvent: Methanol 70%v/V"
9784,"Extract (1:12.4) Of Hawthorn Leaf And Flower, Valerian Root, Melissa Leaf, Mistletoe, Hop Strobile, Rosemary Leaf, Bitter-Orange Epicarp And Mesocarp, Lavender Flower (7:4:4:3:2:2:2:1), Extraction Solvent: Water, Valerian Root Tincture (1:3.5-4.5), Extrac"
9785,Trimetazidine
9786,Protein C
9787,"Liothyronine Hydrochloride, Levothyroxine Sodium"
9788,"Chondrodendron Dil. D3, Conium Maculatum Dil. D 4, Delphinum Staphisagria Dil. D 3, Lytta Vesicatoria Dil. D 4, Piper Cubeba E Fruct. Immat. Rec. Dil. D 3, Serenoa Repens Dil. D 1"
9789,"Human Coagulation Factor Ix, Prothrombin, Factor X"
9790,"Varicella Virus Oka/Merck Strain, (Live, Attenuated) Produced In Human Diploid (Mrc-5) Cells"
9791,Mesterolone
9792,"Phleum Pratense Pollen, Anthoxanthum Odoratum, Lolium Perenne, Poa Pratensis, Arrhenatherum Elatius, Secale Cereale Pollen, Holcus Lanatus Pollen, Agrostis Stolonifera Pollen, Dactylis Glomerata Pollen, Festuca Rubra Pollen"
9793,Plantago Lanceolata L.
9794,Cochliobolus Lunatus
9795,Cetyl Trimethylammonium Naproxenate
9796,Prucalopride Succinate
9797,"Tiliae Flos, Marshmallow Root, Rose Fruit, Thyme, Plantaginis Lanceolatae Folium, Liquorice Root"
9798,"Prunus Spinosa E Floribus W 5% (Hab, Vs. 12g Mit Nativem Olivenöl)"
9799,"Prunus Spinosa E Floribus Et Summitatibus Ferm Cum Ferro Dil. D3 (Hab, Vs. 37a)"
9800,"Prunus Spinosa E Floribus Et Summitatibus Ferm Cum Ferro Dil. D6 (Hab, Vs. 37a)"
9801,"Prunus Spinosa E Fructibus La 25% (Hab, Vs. 12o)"
9802,"Pseudomonas Aeruginosa Immunotype 1 Antigens, Pseudomonas Aeruginosa Immunotype 2 Antigens, Pseudomonas Aeruginosa Immunotype 3 Antigens, Pseudomonas Aeruginosa Immunotype 4 Antigens, Pseudomonas Aeruginosa Immunotype 5 Antigens, Pseudomonas Aeruginosa Im"
9803,Magnesium Glutamate Hydrobromide
9804,"Promethazine Hydrochloride, Magnesium Glutamate Hydrobromide"
9805,Distilled Coal Tar
9806,"Schoenocaulon Officinale Dil. D4, Avena Sativa Spag. Peka Dil. D1, Piper Methysticum Spag. Peka Dil. D8, Semecarpus Anacardium Dil. D10, Cinchona Pubescens Spag. Peka Dil. D3, Strychnos Ignatii Spag. Peka Dil. D4, Acidum Phosphoricum Dil. D3, Amanita Musc"
9807,"Schoenocaulon Officinale Dil. D4, Piper Methysticum Spag. Peka Dil. D8, Semecarpus Anacardium Dil. D10, Cinchona Pubescens Spag. Peka Dil. D3, Strychnos Ignatii Spag. Peka Dil. D4, Acidum Phosphoricum Dil. D3, Avena Sativa Dil. D1, Amanita Muscaria Dil. D"
9808,P-Tert-Butylphenol Formaldehyde Resin
9809,"2,5-Diaminotoluene"
9810,"Benzocaine, Mint Oil, Partly Dementholised, Zinc Oxide"
9811,"Menthol, Zinc Oxide"
9812,"Benzocaine, Levomenthol, Zinc Oxide"
9813,"Benzocaine, Menthol, Zinc Oxide"
9814,"Cuprum Metallicum Dil. D 8, Lobelia Inflata Dil. D3, Ammi Visnaga Mother Tincture, Corallium Rubrum Dil. D8, Atropa Belladonna Dil. D4, Sticta Dil. D4, Grindelia Robusta Dil. D4"
9815,"Drosera, Verbascum Thapsiforme Trit. D1, Eriodictyon Californicum Trit. D1, Grindelia, Teucrium Scorodonia, Spongia, Sticta Pulmonaria, Kalium Iodatum D3, Naphthalinum D6"
