drug_id,drug_name
EMA0086789,Uzpruvo
EMA0086790,V Pnc
EMA0086791,Vabincor
EMA0086792,Vabinxo
EMA0086793,Vablys
EMA0086794,Vaborem
EMA0086795,Vabysmo
EMA0086796,Vacbcg
EMA0086797,Vaccin Bcg Ajvaccines
EMA0086798,Vaccin Gripal Trivalent Purificat Si Inactivat
EMA0086799,"Vaccin Mot Tuberkulos (Bcg), Frystorkat Ajvaccines"
EMA0086800,Vaccin Rabique
EMA0086801,Vaccin Tétanique Adsorbé Pasteur
EMA0086802,Vaccinum Tuberculosis (Bcg) Cryodesiccatum szczepionka Przeciw Gruzlicy (Bcg) Liofilizowana Ajvaccines
EMA0086803,Vacdite
EMA0086804,Vaciclor
EMA0086805,Vacontil
EMA0086806,Vacteta
EMA0086807,Vacteta
EMA0086808,Vacteta
EMA0086809,Vacubio
EMA0086810,Vacuna Bcg N/A
EMA0086811,Vaditon Prolib
EMA0086812,Vadyrano
EMA0086813,Vafotena Lp
EMA0086814,Vafseo
EMA0086815,Vaftor
EMA0086816,Vagan
EMA0086817,Vagantin
EMA0086818,Vagi - Metro
EMA0086819,Vagi-C
EMA0086820,Vagical
EMA0086821,Vagiclin
EMA0086822,Vagidonna
EMA0086823,Vagifem
EMA0086824,Vagiflor Mykomed
EMA0086825,Vagi-Hex
EMA0086826,Vagilen
EMA0086827,Vaginelle
EMA0086828,Vaginyl
EMA0086829,Vagiprev
EMA0086830,Vagirux
EMA0086831,Vagirux
EMA0086832,Vagisan
EMA0086833,Vagisan Myko 3 Tage
EMA0086834,Vagisan Myko Cremolum
EMA0086835,Vagisan Myko Kombi
EMA0086836,Vagisan Myko Kombi 3 Tage
EMA0086837,Vagisan Myko Kombi 6 Tage
EMA0086838,Vagisan Probioflora
EMA0086839,Vagisil
EMA0086840,Vagisil
EMA0086841,Vagisil Antimicotico
EMA0086842,Vagopax
EMA0086843,Vagosan
EMA0086844,Vagostabyl
EMA0086845,Vagotrosin
EMA0086846,Vagrecor
EMA0086847,Vainas
EMA0086848,Vainas Hct
EMA0086849,Vaira
EMA0086850,Vaira-V
EMA0086851,Val
EMA0086852,Val Plus
EMA0086853,Valablis
EMA0086854,Valaciclovir +pharma
EMA0086855,Valaciclovir 1 A Pharma
EMA0086856,Valaciclovir 1 A Pharma
EMA0086857,Valaciclovir 1a Farma
EMA0086858,Valaciclovir Ab
EMA0086859,Valaciclovir Accord Healthcare
EMA0086860,Valaciclovir Accord Healthcare Ireland
EMA0086861,Valaciclovir Actavis
EMA0086862,Valaciclovir Allen
EMA0086863,Valaciclovir Almus
EMA0086864,Valaciclovir Arena
EMA0086865,Valaciclovir Aristo
EMA0086866,Valaciclovir Aristo Pharma
EMA0086867,Valaciclovir Arpedex
EMA0086868,Valaciclovir Arrow
EMA0086869,Valaciclovir Aurobindo
EMA0086870,Valaciclovir Aurovitas
EMA0086871,Valaciclovir Azevedos
EMA0086872,Valaciclovir Biogaran
EMA0086873,Valaciclovir Bluefish
EMA0086874,Valaciclovir Combix
EMA0086875,Valaciclovir Cristers Pharma
EMA0086876,Valaciclovir Eg
EMA0086877,Valaciclovir Eg
EMA0086878,Valaciclovir Elvim
EMA0086879,Valaciclovir Evolugen
EMA0086880,Valaciclovir Focus
EMA0086881,Valaciclovir Generics [uk]
EMA0086882,Valaciclovir Hexal
EMA0086883,Valaciclovir Hydrochloride Hydrate Aurobindo
EMA0086884,Valaciclovir Milpharm
EMA0086885,Valaciclovir Mylan Generics
EMA0086886,Valaciclovir Ocram
EMA0086887,Valaciclovir Orion
EMA0086888,Valaciclovir Pch
EMA0086889,Valaciclovir Pentafarma
EMA0086890,Valaciclovir Pharmathen
EMA0086891,Valaciclovir Pharmathen International
EMA0086892,Valaciclovir Puren
EMA0086893,Valaciclovir Ranbaxy (Uk)
EMA0086894,Valaciclovir Ratiopharm
EMA0086895,Valaciclovir Sandoz
EMA0086896,Valaciclovir Sandoz Ltd
EMA0086897,Valaciclovir Tecnigen
EMA0086898,Valaciclovir Tetrafarma
EMA0086899,Valaciclovir Teva
EMA0086900,Valaciclovir Tolife
EMA0086901,Valaciclovir Torrent Pharma (Uk)
EMA0086902,Valaciclovir Viatris
EMA0086903,Valaciclovir Zentiva
EMA0086904,Valaciclovir Zydus
EMA0086905,Valaciclovir Zydus Pharmaceuticals Uk
EMA0086906,Valacilovir Viatris
EMA0086907,Valacyclovir Teva
EMA0086908,Valarox
EMA0086909,Valavir
EMA0086910,Valbacomp
EMA0086911,Valcadino
EMA0086912,Valcyte
EMA0086913,Valcyte
EMA0086914,Valdacir
EMA0086915,Valdamin
EMA0086916,Valdevon
EMA0086917,Valdiocef
EMA0086918,Valdispert
EMA0086919,Valdispert
EMA0086920,Valdispert
EMA0086921,Valdispert
EMA0086922,Valdispert
EMA0086923,Valdispert
EMA0086924,Valdispert
EMA0086925,Valdispert Bedtime
EMA0086926,Valdispert Bedtime
EMA0086927,Valdispert Bedtime
EMA0086928,Valdispert Relax
EMA0086929,Valdispert Relax
EMA0086930,Valdispert Sleep
EMA0086931,Valdispert Stres
EMA0086932,Valdispert Stress
EMA0086933,Valdispert Stress
EMA0086934,Valdispert Stress
EMA0086935,Valdispertstress
EMA0086936,Valdix
EMA0086937,Valdix Forte
EMA0086938,Valdix Noc
EMA0086939,Valdocef
EMA0086940,Valdorm
EMA0086941,Valdoxan
EMA0086942,Valdrian
EMA0086943,Valdrian
EMA0086944,Valeans
EMA0086945,Valeclor
EMA0086946,Valeflor
EMA0086947,Valemarex
EMA0086948,Valemont
EMA0086949,Valenat
EMA0086950,Valeradix
EMA0086951,Valeradix
EMA0086952,Valeriaan Kruidvat
EMA0086953,Valeriaan Vemedia
EMA0086954,Valeriamed Nacht & Tag
EMA0086955,Valerian Complex Stress Relief A. Vogel Ireland
EMA0086956,Valerian Gnc Live Well
EMA0086957,Valerian Holland & Barrett
EMA0086958,Valerian Holland And Barrett
EMA0086959,Valerian Lifecycle
EMA0086960,Valerian Nature’s Bounty
EMA0086961,Valerian Nature's Garden
EMA0086962,Valerian Plus Holland & Barrett
EMA0086963,Valeriana Arkopharma
EMA0086964,Valeriana Beruhigungsdragees
EMA0086965,Valeriana Comp.
EMA0086966,Valeriana Dispert
EMA0086967,Valeriana Korott
EMA0086968,Valeriana Sopharma
EMA0086969,Valeriana Vemedia
EMA0086970,Valerianaheel
EMA0086971,Valerijonų Šaknys Švf
EMA0086972,Valerijonų Tinktūra Bp Bakteriniai Preparatai
EMA0086973,Valerijonų Tinktūra Valentis
EMA0086974,Valerin
EMA0086975,Valerin Max
EMA0086976,Valerin Ultramax
EMA0086977,Valerina Forte
EMA0086978,Valetol
EMA0086979,Valette
EMA0086980,Valevit
EMA0086981,Valexime
EMA0086982,Valganaxiro
EMA0086983,"Valganciclovir ""medical Valley"""
EMA0086984,"Valganciclovir ""sandoz"""
EMA0086985,Valganciclovir +pharma
EMA0086986,Valganciclovir Accord
EMA0086987,Valganciclovir Accord Healthcare
EMA0086988,Valganciclovir Accord Healthcare Ireland
EMA0086989,Valganciclovir Amarox
EMA0086990,Valganciclovir Arrow
EMA0086991,Valganciclovir Aurobindo
EMA0086992,Valganciclovir Aurovitas
EMA0086993,Valganciclovir Aurovitas
EMA0086994,Valganciclovir Biogaran
EMA0086995,Valganciclovir Bluefish
EMA0086996,Valganciclovir Bluepharma
EMA0086997,Valganciclovir Cipla
EMA0086998,Valganciclovir Cristers
EMA0086999,Valganciclovir Eg
EMA0087000,Valganciclovir Farmoz
EMA0087001,Valganciclovir Generics [uk]
EMA0087002,Valganciclovir Glenmark
EMA0087003,Valganciclovir Glenmark Pharmaceuticals Europe
EMA0087004,Valganciclovir Heumann
EMA0087005,Valganciclovir Hexal
EMA0087006,Valganciclovir Hexal
EMA0087007,Valganciclovir Kent Pharmaceuticals Limited
EMA0087008,Valganciclovir Medical Valley
EMA0087009,Valganciclovir Milpharm
EMA0087010,Valganciclovir Mylan
EMA0087011,Valganciclovir Normon
EMA0087012,Valganciclovir Orion
EMA0087013,Valganciclovir Pharmakern
EMA0087014,Valganciclovir Pharmathen
EMA0087015,Valganciclovir Puren
EMA0087016,Valganciclovir Ratiopharm
EMA0087017,Valganciclovir Sandoz
EMA0087018,Valganciclovir Sandoz
EMA0087019,Valganciclovir Sandoz
EMA0087020,Valganciclovir Sandoz Ltd
EMA0087021,Valganciclovir Stada
EMA0087022,Valganciclovir Tarbis
EMA0087023,Valganciclovir Teva
EMA0087024,Valganciclovir Teva Uk
EMA0087025,Valganciclovir Torrent Pharma (Uk)
EMA0087026,Valganciclovir Viatris
EMA0087027,Valganciclovir Zentiva
EMA0087028,Valganciclovir Zentiva Pharma
EMA0087029,Valganciklovir Cipla
EMA0087030,Valganciklovir Onkogen
EMA0087031,Valganciklovir Pliva
EMA0087032,Valganciklovir Stada
EMA0087033,Valgapan
EMA0087034,Valhelen
EMA0087035,Valhit
EMA0087036,Validol
EMA0087037,Validolum Ag Farm Baltic
EMA0087038,Validroc
EMA0087039,Valimar
EMA0087040,Valinger
EMA0087041,Valinger Forte
EMA0087042,Valinger Med
EMA0087043,Valios
EMA0087044,Valirem
EMA0087045,Valium
EMA0087046,Valkozin
EMA0087047,Valkubit
EMA0087048,Valmane
EMA0087049,Valmane Stress
EMA0087050,Valmane Stress
EMA0087051,Valni Retard
EMA0087052,Valnorm
EMA0087053,Valnorm H
EMA0087054,Valocordin
EMA0087055,Valocordin
EMA0087056,Valocordin-Doxylamin
EMA0087057,Valoid
EMA0087058,Valoid
EMA0087059,Valomed
EMA0087060,Valomindo
EMA0087061,Valongix
EMA0087062,Valontan Adulti
EMA0087063,Valopride
EMA0087064,Valora
EMA0087065,Valoran
EMA0087066,Valorin
EMA0087067,Valotix
EMA0087068,Valperol
EMA0087069,Valpinax
EMA0087070,Valpress
EMA0087071,Valpress Comp
EMA0087072,Valpression
EMA0087073,Valpro
EMA0087074,Valpro Beta
EMA0087075,Valpro Chrono
EMA0087076,Valproat
EMA0087077,Valproat
EMA0087078,Valproat 1 A Pharma
EMA0087079,Valproat Aristo
EMA0087080,Valproat Chrono
EMA0087081,Valproat Chrono Hexal
EMA0087082,Valproat Chrono Neuraxpharm
EMA0087083,Valproat Chrono Sandoz
EMA0087084,Valproat Chrono-Ct
EMA0087085,Valproat Desitin
EMA0087086,Valproat Hexal
EMA0087087,Valproat Life
EMA0087088,Valproat Life Medical
EMA0087089,Valproat Neuraxpharm
EMA0087090,Valproat Orion
EMA0087091,Valproat Ratiopharm
EMA0087092,Valproat Sandoz
EMA0087093,Valproat Stada
EMA0087094,Valproat-Ct
EMA0087095,Valproate De Sodium Aguettant
EMA0087096,Valproate De Sodium Arrow
EMA0087097,Valproate De Sodium Arrow Lab
EMA0087098,Valproate De Sodium Eg L.P.
EMA0087099,Valproate De Sodium Eg L.P.
EMA0087100,Valproate De Sodium L.P Arrow
EMA0087101,Valproate De Sodium L.P. Biogaran
EMA0087102,Valproate De Sodium Seacross
EMA0087103,Valproate De Sodium Teva Santé
EMA0087104,Valproate De Sodium Viatris L.P.
EMA0087105,Valproate Retard Eg
EMA0087106,Valproate Sodium Aurobindo
EMA0087107,Valproate Sodium Sandoz
EMA0087108,Valproato De Sódio Altan
EMA0087109,Valproato De Sódio Seacross
EMA0087110,Valproato Semisódico Tecnifar
EMA0087111,Valproato Sódico Aurovitas
EMA0087112,Valproic Acid-Valproic Acid Sodium Salt Ratiopharm
EMA0087113,Valproinsäure Ratiopharm
EMA0087114,Valprolek
EMA0087115,Vals
EMA0087116,Valsaben
EMA0087117,Valsaben Plus
EMA0087118,Valsacombi
EMA0087119,Valsacor
EMA0087120,Valsacor Comp.
EMA0087121,Valsaden
EMA0087122,Valsainda Apontis
EMA0087123,Valsamtrio
EMA0087124,Valsaraxiro
EMA0087125,Valsarcomp
EMA0087126,Valsareta
EMA0087127,Valsaros
EMA0087128,Valsarstad
EMA0087129,Valsarstad Comp
EMA0087130,Valsart
EMA0087131,Valsartan
EMA0087132,Valsartan / Hydrochlorothiazide Cristers
EMA0087133,Valsartan / Hydrochlorothiazide Ratiopharm
EMA0087134,Valsartan / Hydrochlorothiazide Viatris
EMA0087135,Valsartan + Hidroclorotiazida Alter Genéricos
EMA0087136,Valsartan + Hidroclorotiazida Aurovitas
EMA0087137,Valsartan + Hidroclorotiazida Azevedos
EMA0087138,Valsartan + Hidroclorotiazida Baldacci
EMA0087139,Valsartan + Hidroclorotiazida Ciclum
EMA0087140,Valsartan + Hidroclorotiazida Farmoz
EMA0087141,Valsartan + Hidroclorotiazida Gap
EMA0087142,Valsartan + Hidroclorotiazida Generis
EMA0087143,Valsartan + Hidroclorotiazida Limeg
EMA0087144,Valsartan + Hidroclorotiazida Moodil
EMA0087145,Valsartan + Hidroclorotiazida Pentafarma
EMA0087146,Valsartan + Hidroclorotiazida Pharmakern
EMA0087147,Valsartan + Hidroclorotiazida Tetrafarma
EMA0087148,Valsartan + Hidroclorotiazida Teva
EMA0087149,Valsartan + Hidroclorotiazida Tolife
EMA0087150,Valsartan + Hidroclorotiazida Viatris
EMA0087151,Valsartan + Hidroclorotiazida Zentiva
EMA0087152,Valsartan + Hydrochlorothiazide + Amlodipine Besylate Sandoz Pharmaceuticals D.D.
EMA0087153,Valsartan + Hydrochlorothiazide Krka
EMA0087154,Valsartan 1 A Pharma
EMA0087155,Valsartan 1a Pharma
EMA0087156,Valsartan Accord Healthcare
EMA0087157,Valsartan Accord-Uk
EMA0087158,Valsartan Actavis
EMA0087159,Valsartan Activase Pharmaceuticals
EMA0087160,Valsartan Al
EMA0087161,Valsartan Almus
EMA0087162,Valsartán Almus
EMA0087163,Valsartan Alter
EMA0087164,Valsartán Alter
EMA0087165,Valsartan And Hydrochlorothiazide Aurobindo Pharma
EMA0087166,Valsartan And Hydrochlorothiazide Aurobindo Pharma (Malta)
EMA0087167,Valsartan And Hydrochlorothiazide Crescent Pharma
EMA0087168,Valsartan And Hydrochlorothiazide Milpharm
EMA0087169,Valsartan Arrow Lab
EMA0087170,Valsartan Aurobindo
EMA0087171,Valsartan Aurovitas
EMA0087172,Valsartán Aurovitas
EMA0087173,Valsartan Azevedos
EMA0087174,Valsartan Baldacci
EMA0087175,Valsartan Basics
EMA0087176,Valsartan Beta
EMA0087177,Valsartan Biogaran
EMA0087178,Valsartan Bristol Laboratories
EMA0087179,Valsartán Cardio Stada
EMA0087180,Valsartan Cardio Viatris
EMA0087181,Valsartan Cf
EMA0087182,Valsartan Ciclum
EMA0087183,Valsartán Cinfa
EMA0087184,Valsartán Combix
EMA0087185,Valsartan Comp Basics
EMA0087186,Valsartan Comp Hexal
EMA0087187,Valsartan Comp Zentiva
EMA0087188,Valsartan Comp. Ratiopharm
EMA0087189,Valsartan Copm. Ratiopharm
EMA0087190,Valsartan Coratenz
EMA0087191,Valsartan Crescent Pharma
EMA0087192,Valsartan Cristers
EMA0087193,Valsartan Dawa
EMA0087194,Valsartan Doc Generici
EMA0087195,Valsartan Dura
EMA0087196,Valsartán Durban
EMA0087197,Valsartan E Idroclorotiazide Almus
EMA0087198,Valsartan E Idroclorotiazide Aurobindo
EMA0087199,Valsartan E Idroclorotiazide Doc Generici
EMA0087200,Valsartan E Idroclorotiazide Eg
EMA0087201,Valsartan E Idroclorotiazide Hcs
EMA0087202,Valsartan E Idroclorotiazide Mylan
EMA0087203,Valsartan E Idroclorotiazide Pensa
EMA0087204,Valsartan E Idroclorotiazide Sandoz
EMA0087205,Valsartan E Idroclorotiazide Tecnigen
EMA0087206,Valsartan E Idroclorotiazide Teva
EMA0087207,Valsartan E Idroclorotiazide Teva Italia
EMA0087208,Valsartan E Idroclorotiazide Zentiva
EMA0087209,Valsartan E Idroclorotiazide Zentiva Italia
EMA0087210,Valsartan Eg
EMA0087211,Valsartan Evolugen
EMA0087212,Valsartán Farmalider
EMA0087213,Valsartan Farmoz
EMA0087214,Valsartan Generics
EMA0087215,Valsartan Generics [uk]
EMA0087216,Valsartan Generis
EMA0087217,Valsartan Generis Phar
EMA0087218,Valsartan Hcs
EMA0087219,Valsartan Hct Actavis
EMA0087220,Valsartan Hct Sandoz
EMA0087221,Valsartan Hct Stada
EMA0087222,Valsartan Hct Teva
EMA0087223,Valsartan Hennig
EMA0087224,Valsartan Heumann
EMA0087225,Valsartan Hexal
EMA0087226,Valsartan Hidroklorotiazid Lek
EMA0087227,Valsartan Hydrochlorothiazide Biogaran
EMA0087228,Valsartan Hydrochlorothiazide Evolugen
EMA0087229,Valsartan Hydrochlorothiazide Novartis Ireland
EMA0087230,Valsartan Hydrochlorothiazide Zentiva Lab
EMA0087231,Valsartan Ingen Pharma
EMA0087232,Valsartan Jubilant
EMA0087233,Valsartan Jubilant Pharmaceuticals Nv
EMA0087234,Valsartan Kern Pharma
EMA0087235,Valsartan Krka
EMA0087236,Valsartán Krka
EMA0087237,Valsartan Lek
EMA0087238,Valsartan Limeg
EMA0087239,Valsartán Mabo
EMA0087240,Valsartan Macleods
EMA0087241,Valsartán Macleods
EMA0087242,Valsartan Macleods Pharma Uk
EMA0087243,Valsartan Maxmind
EMA0087244,Valsartan Medical Valley
EMA0087245,Valsartan Milpharm
EMA0087246,Valsartan Mylan
EMA0087247,Valsartan Mylan Generics
EMA0087248,Valsartan Mylan Generics Italia
EMA0087249,Valsartán Normon
EMA0087250,Valsartan Pch
EMA0087251,Valsartan Pensa
EMA0087252,Valsartán Pensa
EMA0087253,Valsartan Pentafarma
EMA0087254,Valsartan Plus 1 A Pharma
EMA0087255,Valsartan Plus Hct Hennig
EMA0087256,Valsartán Premium Pharma
EMA0087257,Valsartan Puren
EMA0087258,Valsartan Ratiopharm
EMA0087259,Valsartan Rowa
EMA0087260,Valsartan Sandoz
EMA0087261,Valsartán Sandoz
EMA0087262,Valsartan Stada
EMA0087263,Valsartán Stada
EMA0087264,Valsartán Stadafarma
EMA0087265,Valsartán Sun
EMA0087266,Valsartán Tad
EMA0087267,Valsartan Tarbis
EMA0087268,Valsartan Tecnigen
EMA0087269,Valsartán Tecnigen
EMA0087270,Valsartan Tecnimede
EMA0087271,Valsartan Tetrafarma
EMA0087272,Valsartan Teva
EMA0087273,Valsartán Teva
EMA0087274,Valsartan Teva Uk
EMA0087275,Valsartan Tolife
EMA0087276,Valsartan Torrent Pharma (Uk)
EMA0087277,Valsartan Viatris
EMA0087278,Valsartan Xiromed
EMA0087279,Valsartan Zentiva
EMA0087280,Valsartan Zydus
EMA0087281,Valsartan Zydus France
EMA0087282,Valsartán/ Hidroclorotiazida Teva-Ratiopharm
EMA0087283,Valsartan/Amlodipine Teva Pharma
EMA0087284,Valsartan/Hct +pharma
EMA0087285,Valsartan/Hct 1a Pharma
EMA0087286,Valsartan/Hct Accord
EMA0087287,Valsartan/Hct Actavis
EMA0087288,Valsartan/Hct Al
EMA0087289,Valsartan/Hct Jubilant
EMA0087290,Valsartan/Hct Mylan
EMA0087291,Valsartan/Hct Sandoz
EMA0087292,Valsartan/Hct Stada
EMA0087293,Valsartan/Hidroclorotiazida Alter
EMA0087294,Valsartán/Hidroclorotiazida Alter
EMA0087295,Valsartán/Hidroclorotiazida Aurovitas
EMA0087296,Valsartán/Hidroclorotiazida Cinfa
EMA0087297,Valsartán/Hidroclorotiazida Cinfamed
EMA0087298,Valsartán/Hidroclorotiazida Combix
EMA0087299,Valsartan/Hidroclorotiazida Kern Pharma
EMA0087300,Valsartán/Hidroclorotiazida Kern Pharma
EMA0087301,Valsartán/Hidroclorotiazida Krka
EMA0087302,Valsartán/Hidroclorotiazida Normon
EMA0087303,Valsartán/Hidroclorotiazida Pensa
EMA0087304,Valsartán/Hidroclorotiazida Pharma Combix
EMA0087305,Valsartán/Hidroclorotiazida Premium Pharma
EMA0087306,Valsartán/Hidroclorotiazida Sandoz
EMA0087307,Valsartán/Hidroclorotiazida Stada
EMA0087308,Valsartán/Hidroclorotiazida Stadafarma
EMA0087309,Valsartán/Hidroclorotiazida Sun
EMA0087310,Valsartan/Hidroclorotiazida Tarbis
EMA0087311,Valsartán/Hidroclorotiazida Tecnigen
EMA0087312,Valsartán/Hidroclorotiazida Teva
EMA0087313,Valsartán/Hidroclorotiazida Viatris
EMA0087314,Valsartan/Hydrochloorthiazide Krka
EMA0087315,Valsartan/Hydrochloorthiazide Liconsa
EMA0087316,Valsartan/Hydrochloorthiazide Pch
EMA0087317,Valsartan/Hydrochloorthiazide Sandoz
EMA0087318,Valsartan/Hydrochloorthiazide Viatris
EMA0087319,Valsartan/Hydrochlorothiazid Aurobindo
EMA0087320,Valsartan/Hydrochlorothiazid Jubilant
EMA0087321,Valsartan/Hydrochlorothiazid Krka
EMA0087322,Valsartan/Hydrochlorothiazide Arrow Generiques
EMA0087323,Valsartan/Hydrochlorothiazide Cristers
EMA0087324,Valsartan/Hydrochlorothiazide Eg
EMA0087325,Valsartan/Hydrochlorothiazide Evolugen
EMA0087326,Valsartan/Hydrochlorothiazide Ingen Pharma
EMA0087327,Valsartan/Hydrochlorothiazide Jubilant
EMA0087328,Valsartan/Hydrochlorothiazide Jubilant Pharmaceuticals
EMA0087329,Valsartan/Hydrochlorothiazide Krka
EMA0087330,Valsartan/Hydrochlorothiazide Ratiopharm
EMA0087331,Valsartan/Hydrochlorothiazide Ratiopharm Gmbh
EMA0087332,Valsartan/Hydrochlorothiazide Rivopharm
EMA0087333,Valsartan/Hydrochlorothiazide Sandoz
EMA0087334,Valsartan/Hydrochlorothiazide Teva
EMA0087335,Valsartan/Hydrochlorothiazide Torrent Pharma (Uk)
EMA0087336,Valsartan/Hydrochlorothiazide Viatris
EMA0087337,Valsartan/Hydrochlorothiazide Zydus
EMA0087338,Valsartan/Hydrochlorothiazide Zydus France
EMA0087339,Valsartan/Hydrochlorotiazid Krka
EMA0087340,Valsartan/Hydrochlorthiazid Actavis
EMA0087341,Valsartan/Hydrochlorthiazid Teva
EMA0087342,Valsartan/Hydrochlorthiazide Actavis
EMA0087343,Valsartan/Hydroklortiazid Actavis
EMA0087344,Valsartan/Hydroklortiazid Jubilant
EMA0087345,Valsartan/Indapamid Krka
EMA0087346,Valsartan/Indapamid Tad
EMA0087347,Valsartan/Indapamide Billev
EMA0087348,Valsartan-Comp
EMA0087349,Valsartan-Hct Teva
EMA0087350,Valsartan-Hydrochlorothiazide Dawa
EMA0087351,Valsartore
EMA0087352,Valsartore Comp
EMA0087353,Valsartore Comp Stada Arzneimittel
EMA0087354,Valsimia
EMA0087355,Valsimia Hct
EMA0087356,Valsocard
EMA0087357,Valsocard Hct
EMA0087358,Valsol
EMA0087359,Valtan
EMA0087360,Valtan 80 Mg Film-Coated Tablets
EMA0087361,Valtan Clonmel Healthcare Ltd.
EMA0087362,Valtan Comp
EMA0087363,Valtap
EMA0087364,Valtap Hct
EMA0087365,Valtensam
EMA0087366,Valtensam Comp Teva Sweden
EMA0087367,Valtension Comp
EMA0087368,Valteva Comp
EMA0087369,Valtrax
EMA0087370,Valtrex
EMA0087371,Valtrex
EMA0087372,Valtricom
EMA0087373,Value Health Diarrhoea Relief
EMA0087374,Valuherb
EMA0087375,Valused
EMA0087376,Valused
EMA0087377,Valused Noc
EMA0087378,Valused Noc Plus
EMA0087379,Valzap
EMA0087380,Valzap Combi
EMA0087381,Valzap H
EMA0087382,Valzap Hct
EMA0087383,Valzek
EMA0087384,Vamac
EMA0087385,Vametal
EMA0087386,Vamin 14
EMA0087387,Vamin 14 Electrolyte–free
EMA0087388,Vamin 14 Gn Electrolyte Free
EMA0087389,Vamin 14 Gn Electrolyte Free
EMA0087390,Vamin 14 Sin Electrolitos
EMA0087391,Vamin 18 Electrolyte Free
EMA0087392,Vamin 18 Electrolyte–free
EMA0087393,Vamin 18 Gn Electrolyte Free
EMA0087394,Vamin 18 Sin Electrolitos
EMA0087395,Vamin 18 Zonder Electrolyten
EMA0087396,Vamin Elektrolytfri
EMA0087397,Vamin Elektrolyttfri
EMA0087398,Vamin Infant
EMA0087399,Vaminolac
EMA0087400,Vaminolac
EMA0087401,Vaminolac
EMA0087402,Vaminolac
EMA0087403,Vaminolact
EMA0087404,Vaminolact
EMA0087405,Vaminolact
EMA0087406,Vaminolact Za Otroke
EMA0087407,Vamipino
EMA0087408,Vamocin
EMA0087409,Vamtexar
EMA0087410,Vanatex
EMA0087411,Vanatex Hct
EMA0087412,Vanco
EMA0087413,Vanco Sapiens
EMA0087414,Vanco Sapiens 500 Mg/Vial
EMA0087415,Vancocin
EMA0087416,Vancocin
EMA0087417,Vancocin Cp
EMA0087418,Vancocin Matrigel
EMA0087419,Vancocin Matrigel Vancomycin
EMA0087420,Vancocina A.P.
EMA0087421,Vancomicină Aptapharma
EMA0087422,Vancomicina Atb
EMA0087423,Vancomicina Azevedos
EMA0087424,Vancomicina Generis
EMA0087425,Vancomicina Gufic
EMA0087426,Vancomicina Hikma
EMA0087427,Vancomicina Kabi
EMA0087428,Vancomicina Mip
EMA0087429,Vancomicină Mip
EMA0087430,Vancomicina Mylan
EMA0087431,Vancomicina Normon
EMA0087432,Vancomicina Normon
EMA0087433,Vancomicina Quimedical
EMA0087434,Vancomicina Reig Jofre
EMA0087435,Vancomicină Rompharm
EMA0087436,Vancomicina Sala
EMA0087437,Vancomicină Viatris
EMA0087438,Vancomycin
EMA0087439,"Vancomycin ""lederle"""
EMA0087440,"Vancomycin ""sandoz"""
EMA0087441,Vancomycin Aptapharma
EMA0087442,Vancomycin Aptapharma
EMA0087443,Vancomycin Bendalis Gmbh
EMA0087444,Vancomycin Bioglan
EMA0087445,Vancomycin Dr. Eberth
EMA0087446,Vancomycin Dr. Eberth
EMA0087447,Vancomycin Enterocaps
EMA0087448,Vancomycin Enterocaps Esteve Pharmaceuticals
EMA0087449,Vancomycin Enterocaps Esteve Pharmaceuticals
EMA0087450,Vancomycin Fresenius Kabi
EMA0087451,Vancomycin Hameln
EMA0087452,Vancomycin Hameln Pharma
EMA0087453,Vancomycin Hikma
EMA0087454,Vancomycin Hikma Farmacêutica (Portugal)
EMA0087455,Vancomycin Ibe
EMA0087456,Vancomycin Kabi
EMA0087457,Vancomycin Kabi
EMA0087458,Vancomycin Laboratórios Azevedos – Indústria Farmacêutica
EMA0087459,Vancomycin Lederle
EMA0087460,Vancomycin Mip
EMA0087461,Vancomycin Mip
EMA0087462,Vancomycin Mip Pharma
EMA0087463,Vancomycin Mip Pharma
EMA0087464,Vancomycin Morningside Healthcare
EMA0087465,Vancomycin Noridem
EMA0087466,Vancomycin Noridem Enterprises
EMA0087467,Vancomycin Norma
EMA0087468,Vancomycin Norma
EMA0087469,Vancomycin Novumgen
EMA0087470,Vancomycin Olikla
EMA0087471,Vancomycin Orion
EMA0087472,Vancomycin Orion Pharma
EMA0087473,Vancomycin Pharmline
EMA0087474,Vancomycin Reig Jofre
EMA0087475,Vancomycin Reig Jofre Uk Limited
EMA0087476,Vancomycin Rompharm
EMA0087477,Vancomycin Sandoz
EMA0087478,Vancomycin Sanexcel
EMA0087479,Vancomycin Sgs Pharma
EMA0087480,Vancomycin Strides
EMA0087481,Vancomycin Strides
EMA0087482,Vancomycin Strides Pharma Uk
EMA0087483,Vancomycin Strides Pharma Uk Ltd
EMA0087484,Vancomycin Viatris
EMA0087485,Vancomycin Vocate
EMA0087486,Vancomycin Wockhardt Uk
EMA0087487,Vancomycin Xellia
EMA0087488,Vancomycin Xellia Pharmaceuticals
EMA0087489,Vancomycin Zentiva
EMA0087490,Vancomycine
EMA0087491,Vancomycine Fresenius Kabi
EMA0087492,Vancomycine Hikma
EMA0087493,Vancomycine Kabi
EMA0087494,Vancomycine Mip
EMA0087495,Vancomycine Reig Jofre
EMA0087496,Vancomycine Sandoz
EMA0087497,Vancomycine Sandoz
EMA0087498,Vancomycine Strides
