+--------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------+-----------------------+
| substance_id | substance_name                                                                                                                                                                                                                                                        | allergic_patient_count | containing_drug_count |
|        12063 | Interferon Alfa, Deoxyribonucleic Acid, Interleukin-2, Phosphorus, Ribonucleic Acid, Specific Nucleic Acid Sna-Hc, Interleukin-6                                                                                                                                      |                      0 |                     1 |
|        12075 | Interferon Alfa, Deoxyribonucleic Acid, Interleukin-2, Ribonucleic Acid, Specific Nucleic Acid Sna-Zona, Specific Nucleic Acid Sna-Hla I, Specific Nucleic Acid Sna-Hla Ii                                                                                            |                      0 |                     1 |
|        12057 | Interferon Alfa, Dimethyl Sulfoxide, Molgramostim, Epidermal Growth Factor, Deoxyribonucleic Acid, Interferon Gamma, Interleukin-1, Interleukin-2, Ribonucleic Acid, Specific Nucleic Acid Sna-Hla I, Specific Nucleic Acid Sna-Hla Ii, Specific Nucleic Acid S       |                      0 |                     1 |
|        12056 | Interferon Alfa, Interleukin-1, Interleukin-2, Specific Nucleic Acid Sna-Hla Ii, Specific Nucleic Acid Sna-Chla                                                                                                                                                       |                      0 |                     1 |
|        12066 | Interferon Alfa, Molgramostim, Epidermal Growth Factor, Deoxyribonucleic Acid, Erythropoietin, Interferon Gamma, Interleukin-1, Interleukin-2, Interleukin-3, Ribonucleic Acid, Interleukin-5, Specific Nucleic Acid Sna-Hla Ii, Specific Nucleic Acid Sna-Kaha       |                      0 |                     1 |
|        12064 | Interleukin-1, Interleukin-2, Phosphorus, Ribonucleic Acid, Interleukin-5, Specific Nucleic Acid Sna-Hla I, Specific Nucleic Acid Sna-Hla Ii, Specific Nucleic Acid Sna-Hcx, Interleukin-6, Tumor Necrosis Factor-Alpha                                               |                      0 |                     1 |
|        12054 | Interleukin-1, Interleukin-2, Specific Nucleic Acid Sna-Hla I, Specific Nucleic Acid Sna-Hla Ii, Specific Nucleic Acid Sna-Arth, Tumor Necrosis Factor-Alpha                                                                                                          |                      0 |                     1 |
|         7991 | Iobenguane Sulfate I 131                                                                                                                                                                                                                                              |                      0 |                     1 |
|        11791 | Iobitridol                                                                                                                                                                                                                                                            |                      0 |                     1 |
|         7074 | Iodide                                                                                                                                                                                                                                                                |                      0 |                     1 |
|          716 | Iodinated (125i) Human Serum Albumin                                                                                                                                                                                                                                  |                      0 |                     1 |
|         8053 | Iodine (123i) Iobenguane, Iobenguane Sulfate I-123                                                                                                                                                                                                                    |                      0 |                     1 |
|        10939 | Iodoform                                                                                                                                                                                                                                                              |                      0 |                     1 |
|         4945 | Iodum D30, Natrium Chloratum D30, Lapis Albus D12, Lycopus Virginicus D12                                                                                                                                                                                             |                      0 |                     1 |
|         7076 | Ionone                                                                                                                                                                                                                                                                |                      0 |                     1 |
|         6562 | Ioxaglate Meglumine, Ioxaglate Sodium                                                                                                                                                                                                                                 |                      0 |                     1 |
|        10992 | Ioxitalamate Sodium, Ioxitalamate Meglumine                                                                                                                                                                                                                           |                      0 |                     1 |
|         9925 | Ipecacuanha Liquid Extract, Standardised, Honey, Syrup Bp, Lemon Oil Bp, Glycerin Bp, Citric Acid Monohydrate Bp                                                                                                                                                      |                      0 |                     1 |
|         4436 | Ipecacuanha Trit. D6                                                                                                                                                                                                                                                  |                      0 |                     1 |
|         6681 | Ipecacuanha, Ethanol. Decoctum Ø (= D1), Pulsatilla Vulgaris Dil. D3, Aqueous Decoctum From Solanum Dulcamara, Stipites Sicc.: Marrubium Vulgare, Herba Sicc.: Anisi Fructus: Serpylli Herba: Thymi Herba, Drosera Dil. D2                                            |                      0 |                     1 |
|        11817 | Ipilimumab                                                                                                                                                                                                                                                            |                      0 |                     1 |
|         6979 | Ipratropium Bromide Ph. Eur.                                                                                                                                                                                                                                          |                      0 |                     1 |
|         4765 | Iprazochrome                                                                                                                                                                                                                                                          |                      0 |                     1 |
|         7830 | Iproniazid Phosphate                                                                                                                                                                                                                                                  |                      0 |                     1 |
|         5623 | Iptacopan                                                                                                                                                                                                                                                             |                      0 |                     1 |
|         1586 | Iris Dil. D3, Gelsemium Dil. D4, Cyclamen Dil. D4, Paris Quadrifolia Dil. D4                                                                                                                                                                                          |                      0 |                     1 |
|         1587 | Iris Trit. D3, Gelsemium Trit. D4, Cyclamen Trit. D4, Paris Quadrifolia Trit. D4                                                                                                                                                                                      |                      0 |                     1 |
|         8652 | Iris Versicolor D3, Acidum Arsenicosum D6, Atropinum Sulfuricum D6, Myristica Fragrans D3, Strychnos Nux-Vomica D6, Asa Foetida D3                                                                                                                                    |                      0 |                     1 |
|         8624 | Iris Versicolor D6, Cimicifuga Racemosa D6, Psychotria Ipecacuanha D4, Secale Cornutum D4, Strychnos Ignatii D4                                                                                                                                                       |                      0 |                     1 |
|         4900 | Iris Versicolor D6, Cimicifuga Racemosa D6, Sanguinaria Canadensis D6, Spigelia Anthelmia D6, Gelsemium Sempervirens D6                                                                                                                                               |                      0 |                     1 |
|         8625 | Iris Versicolor D6, Psychotria Ipecacuanha D4, Secale Cornutum D4, Strychnos Ignatii D4, Strychnos Nux-Vomica D12                                                                                                                                                     |                      0 |                     1 |
|         4784 | Iris Versicolor Dil. D4, Sanguinaria Canadensis D4, Cyclamen Purpurascens Dil. D4                                                                                                                                                                                     |                      0 |                     1 |
|        11514 | Iron Oxide Red (E172)                                                                                                                                                                                                                                                 |                      0 |                     1 |
|         8832 | Iron Protein Acetyl Aspartate                                                                                                                                                                                                                                         |                      0 |                     1 |
|         7448 | Iron Protein Succinylate, Calcium Folinate Hydrate                                                                                                                                                                                                                    |                      0 |                     1 |
|         5985 | Iron Protein Succinylate, Calcium Folinate Pentahydrate                                                                                                                                                                                                               |                      0 |                     1 |
|         5714 | Iron(Iii) Ion, Folinic Acid                                                                                                                                                                                                                                           |                      0 |                     1 |
|        10320 | Isatuximab                                                                                                                                                                                                                                                            |                      0 |                     1 |
|         4206 | Isavuconazonium Sulfate                                                                                                                                                                                                                                               |                      0 |                     1 |
|         7020 | Isoeugenol                                                                                                                                                                                                                                                            |                      0 |                     1 |
|         1322 | Isoleucine, L-Leucine, L-Valine                                                                                                                                                                                                                                       |                      0 |                     1 |
|         7023 | Isoniazid Bp                                                                                                                                                                                                                                                          |                      0 |                     1 |
|        10127 | Isoniazid, Pyrazinamide, Rifampicin, Ethambutol Hydrochloride                                                                                                                                                                                                         |                      0 |                     1 |
|         3524 | Isoniazid, Pyridoxine                                                                                                                                                                                                                                                 |                      0 |                     1 |
|         7039 | Isoniazid, Pyridoxine Hydrochloride                                                                                                                                                                                                                                   |                      0 |                     1 |
|         7025 | Isophorone Diamine                                                                                                                                                                                                                                                    |                      0 |                     1 |
|         7027 | Isoprenaline                                                                                                                                                                                                                                                          |                      0 |                     1 |
|          768 | Isoprenaline Sulfate                                                                                                                                                                                                                                                  |                      0 |                     1 |
|        12076 | Isopropyl Alcohol Ph. Eur.                                                                                                                                                                                                                                            |                      0 |                     1 |
|         3656 | Isopropyl Alcohol, Chlorhexidine Digluconate (20% Solution)                                                                                                                                                                                                           |                      0 |                     1 |
|        10536 | Isopropyl Alcohol, Ethanol (96% Denatured With Mek)                                                                                                                                                                                                                   |                      0 |                     1 |
|         2563 | Isopropyl Alcohol, Ethanol, Povidone, Iodinated                                                                                                                                                                                                                       |                      0 |                     1 |
|        10446 | Isopropyl Alcohol, Lactic Acid, Propanol                                                                                                                                                                                                                              |                      0 |                     1 |
|        10605 | Isopropyl Alcohol, Sodium Bituminosulfonate Light                                                                                                                                                                                                                     |                      0 |                     1 |
|         7028 | Isopropyl Myristate                                                                                                                                                                                                                                                   |                      0 |                     1 |
|         7038 | Isosorbide Dinitrate, Diluted Ph. Eur.                                                                                                                                                                                                                                |                      0 |                     1 |
|         7015 | Isosorbide Mononitrate, Diluted                                                                                                                                                                                                                                       |                      0 |                     1 |
|         5982 | Ispaghula Husk Bp, Mebeverine Hydrochloride Bp                                                                                                                                                                                                                        |                      0 |                     1 |
|          588 | Ispaghula Seed, Cassia Angustifolia Vahl. (Polvo De Frutos)                                                                                                                                                                                                           |                      0 |                     1 |
|          589 | Ispaghula Seed, Ispaghula Husk, Senna Pods                                                                                                                                                                                                                            |                      0 |                     1 |
|        11087 | Ivosidenib                                                                                                                                                                                                                                                            |                      0 |                     1 |
|         8362 | Ivy Leaf                                                                                                                                                                                                                                                              |                      0 |                     1 |
|          971 | Ivy Leaf Dry Extract (Der 6-7:1), Extraction Solvent: 40% (M/M)                                                                                                                                                                                                       |                      0 |                     1 |
|         8537 | Ixazomib Citrate                                                                                                                                                                                                                                                      |                      0 |                     1 |
|        10931 | Ixekizumab                                                                                                                                                                                                                                                            |                      0 |                     1 |
|         7057 | Jalapa Dil. D4, Matricaria Recutita Dil. D3                                                                                                                                                                                                                           |                      0 |                     1 |
|         7063 | Jasmine Extract                                                                                                                                                                                                                                                       |                      0 |                     1 |
|         7084 | Josamycin                                                                                                                                                                                                                                                             |                      0 |                     1 |
|         7085 | Josamycin Propionate                                                                                                                                                                                                                                                  |                      0 |                     1 |
|         7692 | Juglans Regia Dil. D3, Aranea Diadema Trit. D6, Teucrium Scorodonia Trit. D3, Pinus Sylvestris Trit. D4, Gentiana Lutea Trit. D5, Equisetum Hiemale Trit. D4, Smilax Trit. D6, Calcium Phosphoricum Trit. D12, Fumaria Officinalis Trit. D4, Geranium Robertian       |                      0 |                     1 |
|         7693 | Juglans Regia Dil. D3, Natrium Sulfuricum D4, Aranea Diadema D6, Calcium Phosphoricum D12, Ferrum Iodatum D12, Equisetum Hiemale D4, Fumaria Officinalis D4, Geranium Robertianum D4, Levothyroxinum D12, Myosotis Arvensis D3, Nasturtium Officinale D4, Pinus       |                      0 |                     1 |
|        11304 | Juglans Regia E Foliis Et Pericarpiis Dil. D 2                                                                                                                                                                                                                        |                      0 |                     1 |
|        11305 | Juglans Regia E Foliis Et Pericarpiis Trit. D 2                                                                                                                                                                                                                       |                      0 |                     1 |
|         9703 | Juglans Regia Spag. Peka Dil. D6, Ailanthus Altissima Dil. D4, Euphrasia Spag. Peka Dil. D3, Gratiola Officinalis Dil. D4, Okoubaka Aubrevillei Dil. D3, Smilax Dil. D8, Taraxacum Officinale Spag. Peka Dil. D12                                                     |                      0 |                     1 |
|         3387 | Juglans Regia, Testa Trit. D4, Pyrus Malus, Carpellum Trit. D4                                                                                                                                                                                                        |                      0 |                     1 |
|        10827 | Juice From Dandelion Root, Extraction Solvents: Ethanol 96% (V/V), Water                                                                                                                                                                                              |                      0 |                     1 |
|        10281 | Juice From Purple Coneflower Herb                                                                                                                                                                                                                                     |                      0 |                     1 |
|        10173 | Juniper Berry Oil                                                                                                                                                                                                                                                     |                      0 |                     1 |
|         1037 | Juniperus Ashei Buchholz, Alnus Glutinosa L.                                                                                                                                                                                                                          |                      0 |                     1 |
|         7245 | Justicia Adhatoda Dil. D2                                                                                                                                                                                                                                             |                      0 |                     1 |
|         7246 | Justicia Adhatoda Trit. D2                                                                                                                                                                                                                                            |                      0 |                     1 |
|         6782 | Kalanchoe Daigremontiana/Pinnata E Foliis Ferm 33b Dil. D2 (Hab, Vs. 33b), Lachesis Dil. D11 Aquos. (Hab, Vs. 5b), Strychnos Ignatii E Semine Ferm 35b Dil. D3 (Hab, Vs. 35b)                                                                                         |                      0 |                     1 |
|         3048 | Kalanchoe Pinnata Juice, Folium                                                                                                                                                                                                                                       |                      0 |                     1 |
|         1702 | Kalium Bichromicum D12, Kalium Bichromicum D6, Kalium Bichromicum D4                                                                                                                                                                                                  |                      0 |                     1 |
|        10771 | Kalium Bichromicum D8, Hydrargyrum Sulfuratum Rubrum D10, Luffa Operculata D8                                                                                                                                                                                         |                      0 |                     1 |
|         9834 | Kalium Bichromicum Dil. D8, Pulsatilla Pratensis Dil. D6, Hydrargyrum Sulfuratum Rubrum Dil. D6, Calcium Carbonicum Hahnemanni Dil. D12                                                                                                                               |                      0 |                     1 |
|         2644 | Kalium Bromatum D12                                                                                                                                                                                                                                                   |                      0 |                     1 |
|         2645 | Kalium Bromatum Trit. D6                                                                                                                                                                                                                                              |                      0 |                     1 |
|         4183 | Kalium Carbonicum D3, Spigelia Anthelmia D2, Crataegus Mother Tincture                                                                                                                                                                                                |                      0 |                     1 |
|         4182 | Kalium Carbonicum Dil. D2, Spigelia Anthelmia D1, Crataegus Dil. D2                                                                                                                                                                                                   |                      0 |                     1 |
|         2669 | Kalium Chloratum D12                                                                                                                                                                                                                                                  |                      0 |                     1 |
|        11160 | Kalium Chloratum D2, Baptisia Tinctoria D1, Ammonium Bromatum D4, Apisinum D6, Hydrargyrum Bicyanatum D8, Kalium Bichromicum D4                                                                                                                                       |                      0 |                     1 |
|          454 | Kalium Chloratum D6, Acidum Silicicum D6, Berberis Vulgaris D6, Thuja Occidentalis D4, Zincum Metallicum D12                                                                                                                                                          |                      0 |                     1 |
|         2689 | Kalium Chloratum D6, Manganum Sulfuricum D12, Kalium Phosphoricum D6, Magnesium Phosphoricum D6, Natrium Chloratum D6, Ferrum Phosphoricum D12                                                                                                                        |                      0 |                     1 |
|         2685 | Kalium Chloratum D6, Natrium Phosphoricum D6, Calcium Sulfuricum D6, Acidum Silicicum D12, Calcarea Phosphorica D6, Natrium Chloratum D6, Ferrum Phosphoricum D12                                                                                                     |                      0 |                     1 |
|         2684 | Kalium Chloratum D6, Natrium Phosphoricum D6, Natrium Chloratum D6, Ferrum Phosphoricum D12                                                                                                                                                                           |                      0 |                     1 |
|         2686 | Kalium Chloratum D6, Natrium Phosphoricum D6, Zincum Chloratum D12, Natrium Chloratum D6, Selenium D12, Ferrum Phosphoricum D12                                                                                                                                       |                      0 |                     1 |
|         2681 | Kalium Chloratum D6, Zincum Chloratum D12, Arsenum Iodatum D12, Calcarea Phosphorica D6, Natrium Chloratum D6, Ferrum Phosphoricum D12, Natrium Sulfuricum D6                                                                                                         |                      0 |                     1 |
|         2687 | Kalium Chloratum D6, Zincum Chloratum D12, Kalium Arsenicosum D12, Calcium Carbonicum D12, Calcarea Phosphorica D6, Kalium Phosphoricum D6                                                                                                                            |                      0 |                     1 |
|        10356 | Kalium Chloratum Trit. D4                                                                                                                                                                                                                                             |                      0 |                     1 |
|         2998 | Kalium Iodatum Dil. D 3, Aralia Racemosa D3, Ammi Visnaga D3, Cephaelis Ipecacuanha D5, Lobelia Inflata Dil. D4, Drosera Dil. D3, Laurocerasus Dil. D3, Bryonia Dil. D3, Grindelia Robusta Dil. D4, Polygala Senega Dil. D3                                           |                      0 |                     1 |
|         8632 | Kalium Iodatum Dil. D 3, Juglans Regia D2, Berberis Vulgaris D3                                                                                                                                                                                                       |                      0 |                     1 |
|         2646 | Kalium Iodatum Trit. D12                                                                                                                                                                                                                                              |                      0 |                     1 |
|         2647 | Kalium Iodatum Trit. D6                                                                                                                                                                                                                                               |                      0 |                     1 |
|         2670 | Kalium Phosphoricum D12                                                                                                                                                                                                                                               |                      0 |                     1 |
|         5460 | Kalium Phosphoricum Dil. 05, Sepia Officinalis Trit. D5, Avena Sativa Dil. D3                                                                                                                                                                                         |                      0 |                     1 |
|         4836 | Kalium Phosphoricum Dil. D 3, Avena Sativa Mother Tincture, Zincum Metallicum Dil. D8, Passiflora Incarnata Mother Tincture, Coffea Arabica Dil. D4, Humulus Lupulus Dil. D2                                                                                          |                      0 |                     1 |
|        10357 | Kalium Phosphoricum Trit. D 4                                                                                                                                                                                                                                         |                      0 |                     1 |
|         3430 | Kalium Phosphoricum Trit. D5, Gelsemium Trit. D3, Causticum Hahnemanni Trit D5, Atropa Bella-Donna Trit D11                                                                                                                                                           |                      0 |                     1 |
|         2671 | Kalium Phosphoricum Trit. D6                                                                                                                                                                                                                                          |                      0 |                     1 |
|        11157 | Kalium Stibyltartaricum Dil. D6, Acidum L(+)-Lacticum Dil. D 6, Calcium Phosphoricum Dil. D 10, Conium Maculatum Dil. D 12, Ferrum Phosphoricum Dil. D 10, Solanum Dulcamara Dil. D 4, Sulfur Dil. D 8, Echinacea Dil D4, Galium Aparine Dil. D6, Cortisonum Ac       |                      0 |                     1 |
|        11039 | Kalium Stibyltartaricum Dil. D6, Harpagophytum Procumbens Mother Tincture, Rhus Toxicodendron Dil. D6, Ledum D4 Dil.                                                                                                                                                  |                      0 |                     1 |
|         1752 | Kalium Stibyltartaricum Dil. D6, Phosphorus Dil. D10, Hedera Helix Spag. Peka Dil. D8, Bryonia Spag. Peka Dil. D4, Allium Cepa Spag. Peka Dil. D4, Hyoscyamus Niger Spag. Peka Dil. D4, Pulmonaria Officinalis Dil. D4, Polygala Senega Dil. D4                       |                      0 |                     1 |
|        10076 | Kalium Stibyltartaricum Dil. D6, Strychnos Nux-Vomica Dil. D4, Filipendula Ulmaria Dil. D 6, Harpagophytum Procumbens Dil. D4, Solanum Dulcamara Dil. D6, Bryonia Dil. D4, Gnaphalium Polycephalum Dil. D2, Ledum D4 Dil.                                             |                      0 |                     1 |
|         2673 | Kalium Sulfuricum Trit. D12                                                                                                                                                                                                                                           |                      0 |                     1 |
|        10358 | Kalium Sulfuricum Trit. D4                                                                                                                                                                                                                                            |                      0 |                     1 |
|         2672 | Kalium Sulfuricum Trit. D6                                                                                                                                                                                                                                            |                      0 |                     1 |
|         4917 | Kalmia Latifolia D6, Selenicereus Grandiflorus D6, Urginea Maritima D6, Phosphorus D6, Crataegus D6, Digitalis Purpurea D6, Kalium Carbonicum D6, Spigelia Anthelmia D6, Strophanthus Gratus D6                                                                       |                      0 |                     1 |
|          467 | Kalmia Latifolia Dil. D 2, Adonis Vernalis Dil. D4, Nerium Oleander Dil. D4, Cactus Dil. D2, Kalium Carbonicum Dil. D3, Crataegus Dil. D2                                                                                                                             |                      0 |                     1 |
|         7164 | Kanamycin Sulfate                                                                                                                                                                                                                                                     |                      0 |                     1 |
|         2845 | Kaolin, Heavy, Albumin Tannate, Bismuth Subgallate                                                                                                                                                                                                                    |                      0 |                     1 |
|         2847 | Kaolin, Heavy, Atropa Belladonna Mother Tincture, Eucalyptus Globulus Mother Tincture, Apis Mellifica Mother Tincture                                                                                                                                                 |                      0 |                     1 |
|         6057 | Kaolin, Heavy, Magnesium Carbonate, Light, Sodium Hydrogen Carbonate, Calcium Carbonate, Calcium Phosphate, Tribasic, Magnesium Hydroxide, Magnesium Trisilicate                                                                                                      |                      0 |                     1 |
|         2848 | Kaolin, Heavy, Rhubarb Dry Extract, Senna Leaf Powder, Precipitated Sulphur                                                                                                                                                                                           |                      0 |                     1 |
|         6931 | Karaya Gum                                                                                                                                                                                                                                                            |                      0 |                     1 |
|         7860 | Kathon Cg                                                                                                                                                                                                                                                             |                      0 |                     1 |
|         7172 | Kava-Kava Rhizoma                                                                                                                                                                                                                                                     |                      0 |                     1 |
|         4863 | Kelp                                                                                                                                                                                                                                                                  |                      0 |                     1 |
|         7201 | Ketoconazole, Propolis Liquid Extract (3-4:10)                                                                                                                                                                                                                        |                      0 |                     1 |
|         7399 | Ketoprofen Bp                                                                                                                                                                                                                                                         |                      0 |                     1 |
|         5803 | Ketoprofen Sodium                                                                                                                                                                                                                                                     |                      0 |                     1 |
|         7199 | Ketoprofen, Omeprazole                                                                                                                                                                                                                                                |                      0 |                     1 |
|        11988 | Ketorolac                                                                                                                                                                                                                                                             |                      0 |                     1 |
|         8842 | Ketorolac, Phenylephrine                                                                                                                                                                                                                                              |                      0 |                     1 |
|        10309 | Klebsiella Pneumoniae Extractum Cellulae (Lyophil., Steril.) D6                                                                                                                                                                                                       |                      0 |                     1 |
|         2190 | Krameria Triandra C3, Aesculus Hippocastanum C3, Adrenalinum D3, Paeonia Officinalis Mother Tincture, Hamamelis Virginiana D1                                                                                                                                         |                      0 |                     1 |
|         6340 | Krameria Triandra Dil. D 4, Aloe D4, Sepia Officinalis D8, Aesculus Hippocastanum D2                                                                                                                                                                                  |                      0 |                     1 |
