+-------------------+----------------+----------+--------------------+------------------------+---------------+--------------------+------------------+--------------+---------------------------------+--------------------------+----------------------+
| department_name   | admission_year | ken_code | insurance_provider | total_hospitalizations | avg_stay_days | mean_duration_days | total_extra_days | base_revenue | extra_revenue_due_to_mdn_excess | calculated_total_revenue | stored_total_revenue |
| Ophthalmology     |           2025 | Φ62Μ     | EFKA               |                      3 |          8.33 |                  4 |               14 |    354900.00 |                      4140500.00 |               4495400.00 |           4495400.00 |
| Ophthalmology     |           2025 | Λ02Μ     | UNINSURED          |                      1 |         13.00 |                  4 |                9 |    174300.00 |                      3921750.00 |               4096050.00 |           4096050.00 |
| Ophthalmology     |           2025 | Μ01Χ     | EFKA               |                      1 |          9.00 |                  7 |                2 |    960600.00 |                      2744580.00 |               3705180.00 |           3705180.00 |
| Ophthalmology     |           2025 | Ζ01Α     | PRIVATE_B          |                      1 |         11.00 |                 38 |                0 |   3606800.00 |                            0.00 |               3606800.00 |           3606800.00 |
| Ophthalmology     |           2025 | Λ02Μ     | PRIVATE_A          |                      1 |         11.00 |                  4 |                7 |    174300.00 |                      3050250.00 |               3224550.00 |           3224550.00 |
| Ophthalmology     |           2025 | Δ14Α     | UNINSURED          |                      1 |         13.00 |                  8 |                5 |    419800.00 |                      2623750.00 |               3043550.00 |           3043550.00 |
| Ophthalmology     |           2025 | Ε04Α     | PRIVATE_A          |                      1 |         10.00 |                 20 |                0 |   3001500.00 |                            0.00 |               3001500.00 |           3001500.00 |
| Ophthalmology     |           2025 | Σ02Μ     | EFKA               |                      5 |          7.20 |                 18 |                0 |   2888500.00 |                            0.00 |               2888500.00 |           2888500.00 |
| Ophthalmology     |           2025 | Φ62Μ     | UNINSURED          |                      1 |         13.00 |                  4 |                9 |    118300.00 |                      2661750.00 |               2780050.00 |           2780050.00 |
| Ophthalmology     |           2025 | Ω04Μ     | EFKA               |                      1 |          7.00 |                  4 |                3 |    312500.00 |                      2343750.00 |               2656250.00 |           2656250.00 |
| Ophthalmology     |           2025 | Κ10Μ     | PRIVATE_A          |                      1 |         12.00 |                  8 |                4 |    416600.00 |                      2083000.00 |               2499600.00 |           2499600.00 |
| Ophthalmology     |           2025 | Χ47Α     | ARMED_FORCES       |                      3 |          9.00 |                  6 |                9 |    364200.00 |                      1820970.00 |               2185170.00 |           2185170.00 |
| Ophthalmology     |           2025 | Ν38Χ     | UNINSURED          |                      1 |         13.00 |                  4 |                9 |     87900.00 |                      1977750.00 |               2065650.00 |           2065650.00 |
| Ophthalmology     |           2025 | Χ45Α     | EFKA               |                      1 |         12.00 |                  4 |                8 |     96500.00 |                      1930000.00 |               2026500.00 |           2026500.00 |
| Ophthalmology     |           2025 | Υ20Χ     | PRIVATE_A          |                      1 |         12.00 |                  3 |                9 |     58400.00 |                      1752030.00 |               1810430.00 |           1810430.00 |
| Ophthalmology     |           2025 | Υ20Χ     | PRIVATE_B          |                      1 |         12.00 |                  3 |                9 |     58400.00 |                      1752030.00 |               1810430.00 |           1810430.00 |
| Ophthalmology     |           2025 | Κ02Α     | EFKA               |                      2 |         12.00 |                  4 |               16 |    568800.00 |                      1137600.00 |               1706400.00 |           1706400.00 |
| Ophthalmology     |           2025 | Μ09Μ     | EFKA               |                      1 |          3.00 |                 18 |                0 |   1472000.00 |                            0.00 |               1472000.00 |           1472000.00 |
| Ophthalmology     |           2025 | Ν38Χ     | PRIVATE_A          |                      1 |         10.00 |                  4 |                6 |     87900.00 |                      1318500.00 |               1406400.00 |           1406400.00 |
| Ophthalmology     |           2025 | Ω06Α     | EFKA               |                      1 |         12.00 |                  1 |               11 |    112500.00 |                      1237500.00 |               1350000.00 |           1350000.00 |
| Ophthalmology     |           2025 | Μ73Μ     | EFKA               |                      6 |          4.83 |                 18 |                0 |   1349400.00 |                            0.00 |               1349400.00 |           1349400.00 |
| Ophthalmology     |           2025 | Ν27Χ     | EFKA               |                      1 |         11.00 |                  3 |                8 |     48200.00 |                      1285360.00 |               1333560.00 |           1333560.00 |
| Ophthalmology     |           2025 | Δ28Χ     | UNINSURED          |                      1 |          9.00 |                  4 |                5 |     96500.00 |                      1206250.00 |               1302750.00 |           1302750.00 |
| Ophthalmology     |           2025 | Φ62Μ     | ARMED_FORCES       |                      1 |          8.00 |                  4 |                4 |    118300.00 |                      1183000.00 |               1301300.00 |           1301300.00 |
| Ophthalmology     |           2025 | Φ62Μ     | PRIVATE_B          |                      1 |          8.00 |                  4 |                4 |    118300.00 |                      1183000.00 |               1301300.00 |           1301300.00 |
| Ophthalmology     |           2025 | Λ02Χ     | EFKA               |                      1 |          6.00 |                  3 |                3 |    117500.00 |                      1175010.00 |               1292510.00 |           1292510.00 |
| Ophthalmology     |           2025 | Μ32ΜΑ    | EFKA               |                      1 |          4.00 |                 27 |                0 |   1291200.00 |                            0.00 |               1291200.00 |           1291200.00 |
| Ophthalmology     |           2025 | Χ47Α     | EFKA               |                      2 |          7.50 |                  6 |                5 |    242800.00 |                      1011650.00 |               1254450.00 |           1254450.00 |
| Ophthalmology     |           2025 | Ω30Μ     | PRIVATE_A          |                      1 |         13.00 |                  9 |                4 |    228800.00 |                      1016880.00 |               1245680.00 |           1245680.00 |
| Ophthalmology     |           2025 | Ω06Α     | PRIVATE_A          |                      1 |         11.00 |                  1 |               10 |    112500.00 |                      1125000.00 |               1237500.00 |           1237500.00 |
| Ophthalmology     |           2025 | Μ76Μ     | ARMED_FORCES       |                      1 |         13.00 |                  7 |                6 |    129200.00 |                      1107420.00 |               1236620.00 |           1236620.00 |
| Ophthalmology     |           2025 | Δ25Μ     | EFKA               |                      1 |         12.00 |                  6 |                6 |    110500.00 |                      1105020.00 |               1215520.00 |           1215520.00 |
| Ophthalmology     |           2025 | Σ02Μ     | PRIVATE_B          |                      2 |          6.00 |                 18 |                0 |   1155400.00 |                            0.00 |               1155400.00 |           1155400.00 |
| Ophthalmology     |           2025 | Μ63Μ     | UNINSURED          |                      1 |         13.00 |                  7 |                6 |    119800.00 |                      1026840.00 |               1146640.00 |           1146640.00 |
| Ophthalmology     |           2025 | Ν24Χ     | PRIVATE_B          |                      1 |         11.00 |                  6 |                5 |    115900.00 |                       965850.00 |               1081750.00 |           1081750.00 |
| Ophthalmology     |           2025 | Ω04Χ     | EFKA               |                      1 |         11.00 |                  2 |                9 |    193400.00 |                       870300.00 |               1063700.00 |           1063700.00 |
| Ophthalmology     |           2025 | Ξ21Μ     | ARMED_FORCES       |                      1 |         11.00 |                  6 |                5 |    113600.00 |                       946650.00 |               1060250.00 |           1060250.00 |
| Ophthalmology     |           2025 | Ω36Μ     | EFKA               |                      1 |          8.00 |                  4 |                4 |     95700.00 |                       957000.00 |               1052700.00 |           1052700.00 |
| Ophthalmology     |           2025 | Χ48Α     | EFKA               |                      3 |          8.33 |                 10 |                2 |    978300.00 |                        65220.00 |               1043520.00 |           1043520.00 |
| Ophthalmology     |           2025 | Κ09ΜΒ    | PRIVATE_B          |                      1 |          7.00 |                  6 |                1 |    361700.00 |                       602830.00 |                964530.00 |            964530.00 |
| Ophthalmology     |           2025 | Μ01Χ     | PRIVATE_B          |                      1 |          6.00 |                  7 |                0 |    960600.00 |                            0.00 |                960600.00 |            960600.00 |
| Ophthalmology     |           2025 | Μ02Μ     | EFKA               |                      1 |          9.00 |                 27 |                0 |    911000.00 |                            0.00 |                911000.00 |            911000.00 |
| Ophthalmology     |           2025 | Μ02Μ     | PRIVATE_A          |                      1 |         10.00 |                 27 |                0 |    911000.00 |                            0.00 |                911000.00 |            911000.00 |
| Ophthalmology     |           2025 | Ω02ΜΒ    | ARMED_FORCES       |                      2 |          7.00 |                  4 |                6 |    514000.00 |                       385500.00 |                899500.00 |            899500.00 |
| Ophthalmology     |           2025 | Κ08Μ     | EFKA               |                      1 |          7.00 |                 16 |                0 |    895600.00 |                            0.00 |                895600.00 |            895600.00 |
| Ophthalmology     |           2025 | Υ20Χ     | EFKA               |                      2 |          5.00 |                  3 |                4 |    116800.00 |                       778680.00 |                895480.00 |            895480.00 |
| Ophthalmology     |           2025 | Α22ΜΒ    | EFKA               |                      1 |         10.00 |                  6 |                4 |    114400.00 |                       762680.00 |                877080.00 |            877080.00 |
| Ophthalmology     |           2025 | Μ31Χ     | EFKA               |                      1 |          2.00 |                 11 |                0 |    853300.00 |                            0.00 |                853300.00 |            853300.00 |
| Ophthalmology     |           2025 | Ω02ΜΒ    | EFKA               |                      1 |         13.00 |                  4 |                9 |    257000.00 |                       578250.00 |                835250.00 |            835250.00 |
| Ophthalmology     |           2025 | Ω03Α     | EFKA               |                      1 |         13.00 |                  2 |               11 |    128100.00 |                       704550.00 |                832650.00 |            832650.00 |
| Ophthalmology     |           2025 | Ν31Μ     | EFKA               |                      1 |         10.00 |                  7 |                3 |    151000.00 |                       647130.00 |                798130.00 |            798130.00 |
| Ophthalmology     |           2025 | Α12Χ     | PRIVATE_A          |                      3 |          5.67 |                  7 |                1 |    539400.00 |                       256860.00 |                796260.00 |            796260.00 |
| Ophthalmology     |           2025 | Μ02Χ     | PRIVATE_A          |                      1 |          9.00 |                  8 |                1 |    343000.00 |                       428750.00 |                771750.00 |            771750.00 |
| Ophthalmology     |           2025 | Μ28Χ     | EFKA               |                      1 |         11.00 |                  2 |                9 |    137900.00 |                       620550.00 |                758450.00 |            758450.00 |
| Ophthalmology     |           2025 | Σ20Μ     | UNINSURED          |                      1 |          2.00 |                 17 |                0 |    743500.00 |                            0.00 |                743500.00 |            743500.00 |
| Ophthalmology     |           2025 | Ρ20Μ     | UNINSURED          |                      2 |         11.50 |                 11 |                1 |    502800.00 |                       228550.00 |                731350.00 |            731350.00 |
| Ophthalmology     |           2025 | Φ61Α     | EFKA               |                      2 |         13.00 |                  1 |               24 |     56000.00 |                       672000.00 |                728000.00 |            728000.00 |
| Ophthalmology     |           2025 | Μ10Μ     | EFKA               |                      2 |          8.50 |                 10 |                1 |    678200.00 |                        33910.00 |                712110.00 |            712110.00 |
| Ophthalmology     |           2025 | Ν20Μ     | EFKA               |                      1 |          7.00 |                 25 |                0 |    691900.00 |                            0.00 |                691900.00 |            691900.00 |
| Ophthalmology     |           2025 | Μ75Μ     | ARMED_FORCES       |                      1 |         11.00 |                  8 |                3 |    145500.00 |                       545640.00 |                691140.00 |            691140.00 |
| Ophthalmology     |           2025 | Κ20Α     | EFKA               |                      2 |          4.50 |                  1 |                7 |    152000.00 |                       532000.00 |                684000.00 |            684000.00 |
| Ophthalmology     |           2025 | Μ21Α     | PRIVATE_B          |                      1 |         13.00 |                  2 |               11 |    105200.00 |                       578600.00 |                683800.00 |            683800.00 |
| Ophthalmology     |           2025 | Κ43Μ     | PRIVATE_A          |                      2 |          8.00 |                  8 |                2 |    294200.00 |                       367760.00 |                661960.00 |            661960.00 |
| Ophthalmology     |           2025 | Γ04Χ     | PRIVATE_B          |                      1 |          4.00 |                  3 |                1 |    152500.00 |                       508330.00 |                660830.00 |            660830.00 |
| Ophthalmology     |           2025 | Χ42Μ     | ARMED_FORCES       |                      2 |          8.00 |                 15 |                0 |    653600.00 |                            0.00 |                653600.00 |            653600.00 |
| Ophthalmology     |           2025 | Μ79Χ     | PRIVATE_A          |                      1 |         11.00 |                  8 |                3 |    137000.00 |                       513750.00 |                650750.00 |            650750.00 |
| Ophthalmology     |           2025 | Μ03Μ     | EFKA               |                      1 |          6.00 |                 15 |                0 |    630700.00 |                            0.00 |                630700.00 |            630700.00 |
| Ophthalmology     |           2025 | Κ30Μ     | EFKA               |                      1 |         10.00 |                 11 |                0 |    629500.00 |                            0.00 |                629500.00 |            629500.00 |
| Ophthalmology     |           2025 | Θ01Μ     | PRIVATE_A          |                      1 |          5.00 |                 27 |                0 |    620200.00 |                            0.00 |                620200.00 |            620200.00 |
| Ophthalmology     |           2025 | Α10Μ     | EFKA               |                      1 |          9.00 |                 12 |                0 |    603600.00 |                            0.00 |                603600.00 |            603600.00 |
| Ophthalmology     |           2025 | Α10Μ     | PRIVATE_A          |                      1 |         10.00 |                 12 |                0 |    603600.00 |                            0.00 |                603600.00 |            603600.00 |
| Ophthalmology     |           2025 | Γ07Α     | EFKA               |                      1 |          8.00 |                  1 |                7 |     74200.00 |                       519400.00 |                593600.00 |            593600.00 |
| Ophthalmology     |           2025 | Γ07Α     | UNINSURED          |                      1 |          8.00 |                  1 |                7 |     74200.00 |                       519400.00 |                593600.00 |            593600.00 |
| Ophthalmology     |           2025 | Ν42ΜΑ    | EFKA               |                      1 |         10.00 |                 23 |                0 |    580500.00 |                            0.00 |                580500.00 |            580500.00 |
| Ophthalmology     |           2025 | Σ02Μ     | ARMED_FORCES       |                      1 |          6.00 |                 18 |                0 |    577700.00 |                            0.00 |                577700.00 |            577700.00 |
| Ophthalmology     |           2025 | Σ02Μ     | PRIVATE_A          |                      1 |         10.00 |                 18 |                0 |    577700.00 |                            0.00 |                577700.00 |            577700.00 |
| Ophthalmology     |           2025 | Ζ02Χ     | EFKA               |                      1 |         11.00 |                  6 |                5 |    297900.00 |                       248250.00 |                546150.00 |            546150.00 |
| Ophthalmology     |           2025 | Ν12Μ     | EFKA               |                      1 |          2.00 |                 13 |                0 |    539000.00 |                            0.00 |                539000.00 |            539000.00 |
| Ophthalmology     |           2025 | Ν12Μ     | PRIVATE_A          |                      1 |         12.00 |                 13 |                0 |    539000.00 |                            0.00 |                539000.00 |            539000.00 |
| Ophthalmology     |           2025 | Δ10Α     | UNINSURED          |                      1 |          8.00 |                  1 |                7 |     67200.00 |                       470400.00 |                537600.00 |            537600.00 |
| Ophthalmology     |           2025 | Μ23Α     | ARMED_FORCES       |                      1 |          8.00 |                  1 |                7 |     66100.00 |                       462700.00 |                528800.00 |            528800.00 |
| Ophthalmology     |           2025 | Θ21Α     | EFKA               |                      2 |          6.00 |                 12 |                0 |    519800.00 |                            0.00 |                519800.00 |            519800.00 |
| Ophthalmology     |           2025 | Ω31Α     | EFKA               |                      4 |          5.75 |                  2 |               15 |    177600.00 |                       333000.00 |                510600.00 |            510600.00 |
| Ophthalmology     |           2025 | Λ26Α     | EFKA               |                      5 |          7.80 |                  2 |               29 |    128500.00 |                       372650.00 |                501150.00 |            501150.00 |
| Ophthalmology     |           2025 | Ν21Μ     | PRIVATE_B          |                      1 |          5.00 |                 16 |                0 |    496000.00 |                            0.00 |                496000.00 |            496000.00 |
| Ophthalmology     |           2025 | Θ21Α     | UNINSURED          |                      1 |         13.00 |                 12 |                1 |    259900.00 |                       216580.00 |                476480.00 |            476480.00 |
| Ophthalmology     |           2025 | Υ02Χ     | EFKA               |                      1 |          8.00 |                  2 |                6 |    118900.00 |                       356700.00 |                475600.00 |            475600.00 |
| Ophthalmology     |           2025 | Ω11Α     | EFKA               |                      1 |          9.00 |                  1 |                8 |     52600.00 |                       420800.00 |                473400.00 |            473400.00 |
| Ophthalmology     |           2025 | Ν02ΜΒ    | EFKA               |                      1 |          6.00 |                 11 |                0 |    472100.00 |                            0.00 |                472100.00 |            472100.00 |
| Ophthalmology     |           2025 | Α01Μ     | EFKA               |                      1 |         13.00 |                 15 |                0 |    470100.00 |                            0.00 |                470100.00 |            470100.00 |
| Ophthalmology     |           2025 | Α01Μ     | PRIVATE_A          |                      1 |          3.00 |                 15 |                0 |    470100.00 |                            0.00 |                470100.00 |            470100.00 |
| Ophthalmology     |           2025 | Ξ02Μ     | EFKA               |                      1 |          9.00 |                 13 |                0 |    465500.00 |                            0.00 |                465500.00 |            465500.00 |
| Ophthalmology     |           2025 | Ν31Χ     | EFKA               |                      4 |          8.25 |                  2 |               25 |    112000.00 |                       350000.00 |                462000.00 |            462000.00 |
| Ophthalmology     |           2025 | Ν05Α     | PRIVATE_A          |                      1 |         10.00 |                  1 |                9 |     43900.00 |                       395100.00 |                439000.00 |            439000.00 |
| Ophthalmology     |           2025 | Δ27Χ     | PRIVATE_A          |                      2 |         11.00 |                  1 |               20 |     39800.00 |                       398000.00 |                437800.00 |            437800.00 |
| Ophthalmology     |           2025 | Γ10Α     | EFKA               |                      1 |         10.00 |                  1 |                9 |     42500.00 |                       382500.00 |                425000.00 |            425000.00 |
| Ophthalmology     |           2025 | Ν27ΜΒ    | PRIVATE_A          |                      2 |          7.50 |                  8 |                1 |    261400.00 |                       163380.00 |                424780.00 |            424780.00 |
| Ophthalmology     |           2025 | Ω13Α     | EFKA               |                      1 |         12.00 |                  1 |               11 |     34700.00 |                       381700.00 |                416400.00 |            416400.00 |
| Ophthalmology     |           2025 | Υ08Χ     | UNINSURED          |                      1 |         13.00 |                  2 |               11 |     63100.00 |                       347050.00 |                410150.00 |            410150.00 |
| Ophthalmology     |           2025 | Κ17Μ     | ARMED_FORCES       |                      1 |          7.00 |                  5 |                2 |    289200.00 |                       115680.00 |                404880.00 |            404880.00 |
| Ophthalmology     |           2025 | Μ23Α     | PRIVATE_B          |                      1 |          6.00 |                  1 |                5 |     66100.00 |                       330500.00 |                396600.00 |            396600.00 |
| Ophthalmology     |           2025 | Α02ΜΒ    | PRIVATE_A          |                      1 |         12.00 |                  5 |                7 |    159500.00 |                       223300.00 |                382800.00 |            382800.00 |
| Ophthalmology     |           2025 | Σ21Μ     | EFKA               |                      1 |          8.00 |                 14 |                0 |    378200.00 |                            0.00 |                378200.00 |            378200.00 |
| Ophthalmology     |           2025 | Ρ24ΜΑ    | ARMED_FORCES       |                      1 |          8.00 |                 14 |                0 |    377300.00 |                            0.00 |                377300.00 |            377300.00 |
| Ophthalmology     |           2025 | Κ12Χ     | EFKA               |                      1 |          3.00 |                  4 |                0 |    369400.00 |                            0.00 |                369400.00 |            369400.00 |
| Ophthalmology     |           2025 | Ν31Μ     | PRIVATE_A          |                      1 |          8.00 |                  7 |                1 |    151000.00 |                       215710.00 |                366710.00 |            366710.00 |
| Ophthalmology     |           2025 | Φ62Χ     | ARMED_FORCES       |                      2 |          9.50 |                  2 |               15 |     74800.00 |                       280500.00 |                355300.00 |            355300.00 |
| Ophthalmology     |           2025 | Π40Μ     | PRIVATE_B          |                      1 |         10.00 |                  9 |                1 |    167300.00 |                       185890.00 |                353190.00 |            353190.00 |
| Ophthalmology     |           2025 | Μ02Χ     | EFKA               |                      1 |          5.00 |                  8 |                0 |    343000.00 |                            0.00 |                343000.00 |            343000.00 |
| Ophthalmology     |           2025 | Κ44Α     | UNINSURED          |                      1 |         11.00 |                  1 |               10 |     31100.00 |                       311000.00 |                342100.00 |            342100.00 |
| Ophthalmology     |           2025 | Α02Χ     | PRIVATE_A          |                      1 |          5.00 |                  1 |                4 |     68300.00 |                       273200.00 |                341500.00 |            341500.00 |
| Ophthalmology     |           2025 | Ζ21Α     | EFKA               |                      2 |          8.00 |                  4 |                8 |    169600.00 |                       169600.00 |                339200.00 |            339200.00 |
| Ophthalmology     |           2025 | Β04Α     | PRIVATE_A          |                      1 |          5.00 |                  1 |                4 |     65200.00 |                       260800.00 |                326000.00 |            326000.00 |
| Ophthalmology     |           2025 | Ν32Μ     | EFKA               |                      1 |          5.00 |                 14 |                0 |    317500.00 |                            0.00 |                317500.00 |            317500.00 |
| Ophthalmology     |           2025 | Κ44Α     | PRIVATE_A          |                      1 |         10.00 |                  1 |                9 |     31100.00 |                       279900.00 |                311000.00 |            311000.00 |
| Ophthalmology     |           2025 | Ζ02Χ     | PRIVATE_B          |                      1 |          5.00 |                  6 |                0 |    297900.00 |                            0.00 |                297900.00 |            297900.00 |
| Ophthalmology     |           2025 | Υ28Α     | PRIVATE_A          |                      1 |         10.00 |                  1 |                9 |     29600.00 |                       266400.00 |                296000.00 |            296000.00 |
| Ophthalmology     |           2025 | Μ79Μ     | PRIVATE_A          |                      1 |          7.00 |                 17 |                0 |    294200.00 |                            0.00 |                294200.00 |            294200.00 |
| Ophthalmology     |           2025 | Κ45Χ     | PRIVATE_A          |                      1 |         11.00 |                  2 |                9 |     52100.00 |                       234450.00 |                286550.00 |            286550.00 |
| Ophthalmology     |           2025 | Γ21Α     | EFKA               |                      1 |         12.00 |                  2 |               10 |     47500.00 |                       237500.00 |                285000.00 |            285000.00 |
| Ophthalmology     |           2025 | Θ01Χ     | ARMED_FORCES       |                      1 |         10.00 |                 12 |                0 |    280100.00 |                            0.00 |                280100.00 |            280100.00 |
| Ophthalmology     |           2025 | Ζ21Α     | PRIVATE_B          |                      1 |         13.00 |                  4 |                9 |     84800.00 |                       190800.00 |                275600.00 |            275600.00 |
| Ophthalmology     |           2025 | Γ09Α     | EFKA               |                      2 |          6.50 |                  2 |                9 |     83600.00 |                       188100.00 |                271700.00 |            271700.00 |
| Ophthalmology     |           2025 | Η07Χ     | PRIVATE_A          |                      1 |          8.00 |                  6 |                2 |    203700.00 |                        67900.00 |                271600.00 |            271600.00 |
| Ophthalmology     |           2025 | Μ27Χ     | EFKA               |                      1 |          6.00 |                  2 |                4 |     90200.00 |                       180400.00 |                270600.00 |            270600.00 |
| Ophthalmology     |           2025 | Π44Χ     | EFKA               |                      1 |          5.00 |                  2 |                3 |    107300.00 |                       160950.00 |                268250.00 |            268250.00 |
| Ophthalmology     |           2025 | Λ23Α     | EFKA               |                      1 |         10.00 |                  1 |                9 |     26500.00 |                       238500.00 |                265000.00 |            265000.00 |
| Ophthalmology     |           2025 | Θ21Α     | PRIVATE_A          |                      1 |          3.00 |                 12 |                0 |    259900.00 |                            0.00 |                259900.00 |            259900.00 |
| Ophthalmology     |           2025 | Χ43Α     | PRIVATE_A          |                      1 |          7.00 |                 14 |                0 |    256800.00 |                            0.00 |                256800.00 |            256800.00 |
| Ophthalmology     |           2025 | Κ39Μ     | EFKA               |                      2 |          4.00 |                  6 |                0 |    253600.00 |                            0.00 |                253600.00 |            253600.00 |
| Ophthalmology     |           2025 | Ζ22Μ     | EFKA               |                      1 |         13.00 |                  6 |                7 |    116700.00 |                       136150.00 |                252850.00 |            252850.00 |
| Ophthalmology     |           2025 | Π27Μ     | EFKA               |                      1 |          3.00 |                 12 |                0 |    252100.00 |                            0.00 |                252100.00 |            252100.00 |
| Ophthalmology     |           2025 | Α26ΜΑ    | EFKA               |                      1 |          8.00 |                 12 |                0 |    246700.00 |                            0.00 |                246700.00 |            246700.00 |
| Ophthalmology     |           2025 | Ω31Α     | ARMED_FORCES       |                      1 |         11.00 |                  2 |                9 |     44400.00 |                       199800.00 |                244200.00 |            244200.00 |
| Ophthalmology     |           2025 | Ω02Χ     | EFKA               |                      1 |          3.00 |                  2 |                1 |    160900.00 |                        80450.00 |                241350.00 |            241350.00 |
| Ophthalmology     |           2025 | Δ27Μ     | EFKA               |                      2 |          4.50 |                  3 |                4 |    141600.00 |                        94400.00 |                236000.00 |            236000.00 |
| Ophthalmology     |           2025 | Ω34Α     | EFKA               |                      1 |          8.00 |                  1 |                7 |     28800.00 |                       201600.00 |                230400.00 |            230400.00 |
| Ophthalmology     |           2025 | Ω30Μ     | EFKA               |                      1 |          3.00 |                  9 |                0 |    228800.00 |                            0.00 |                228800.00 |            228800.00 |
| Ophthalmology     |           2025 | Ω30Μ     | PRIVATE_B          |                      1 |          8.00 |                  9 |                0 |    228800.00 |                            0.00 |                228800.00 |            228800.00 |
| Ophthalmology     |           2025 | Μ73Μ     | PRIVATE_A          |                      1 |         11.00 |                 18 |                0 |    224900.00 |                            0.00 |                224900.00 |            224900.00 |
| Ophthalmology     |           2025 | Ω20Α     | EFKA               |                      1 |          4.00 |                  1 |                3 |     55700.00 |                       167100.00 |                222800.00 |            222800.00 |
| Ophthalmology     |           2025 | Ω36Χ     | EFKA               |                      1 |          9.00 |                  1 |                8 |     24300.00 |                       194400.00 |                218700.00 |            218700.00 |
| Ophthalmology     |           2025 | Μ27Μ     | ARMED_FORCES       |                      1 |          9.00 |                  9 |                0 |    217900.00 |                            0.00 |                217900.00 |            217900.00 |
| Ophthalmology     |           2025 | Ν36Χ     | UNINSURED          |                      1 |          9.00 |                  2 |                7 |     48200.00 |                       168700.00 |                216900.00 |            216900.00 |
| Ophthalmology     |           2025 | Ζ22Μ     | PRIVATE_A          |                      1 |         11.00 |                  6 |                5 |    116700.00 |                        97250.00 |                213950.00 |            213950.00 |
| Ophthalmology     |           2025 | Ο23Α     | EFKA               |                      1 |         10.00 |                  2 |                8 |     42000.00 |                       168000.00 |                210000.00 |            210000.00 |
| Ophthalmology     |           2025 | Ξ20ΧΑ    | PRIVATE_B          |                      1 |          8.00 |                  3 |                5 |     78600.00 |                       131000.00 |                209600.00 |            209600.00 |
| Ophthalmology     |           2025 | Γ04Μ     | EFKA               |                      1 |          4.00 |                  5 |                0 |    206200.00 |                            0.00 |                206200.00 |            206200.00 |
| Ophthalmology     |           2025 | Κ32Μ     | PRIVATE_B          |                      1 |          7.00 |                  8 |                0 |    206200.00 |                            0.00 |                206200.00 |            206200.00 |
| Ophthalmology     |           2025 | Π28Μ     | EFKA               |                      1 |          2.00 |                 10 |                0 |    206200.00 |                            0.00 |                206200.00 |            206200.00 |
| Ophthalmology     |           2025 | Κ42Μ     | PRIVATE_A          |                      1 |          9.00 |                 10 |                0 |    205400.00 |                            0.00 |                205400.00 |            205400.00 |
| Ophthalmology     |           2025 | Κ42Μ     | PRIVATE_B          |                      1 |          5.00 |                 10 |                0 |    205400.00 |                            0.00 |                205400.00 |            205400.00 |
| Ophthalmology     |           2025 | Η07Χ     | EFKA               |                      1 |          3.00 |                  6 |                0 |    203700.00 |                            0.00 |                203700.00 |            203700.00 |
| Ophthalmology     |           2025 | Ν37Α     | EFKA               |                      1 |         12.00 |                  2 |               10 |     33500.00 |                       167500.00 |                201000.00 |            201000.00 |
| Ophthalmology     |           2025 | Π47Χ     | EFKA               |                      1 |         12.00 |                  2 |               10 |     33500.00 |                       167500.00 |                201000.00 |            201000.00 |
| Ophthalmology     |           2025 | Α34ΜΑ    | EFKA               |                      1 |          6.00 |                 10 |                0 |    197700.00 |                            0.00 |                197700.00 |            197700.00 |
| Ophthalmology     |           2025 | Ω30Χ     | PRIVATE_B          |                      1 |          7.00 |                  2 |                5 |     54500.00 |                       136250.00 |                190750.00 |            190750.00 |
| Ophthalmology     |           2025 | Ν28Μ     | EFKA               |                      1 |          3.00 |                  9 |                0 |    190700.00 |                            0.00 |                190700.00 |            190700.00 |
| Ophthalmology     |           2025 | Γ21Α     | PRIVATE_B          |                      1 |          8.00 |                  2 |                6 |     47500.00 |                       142500.00 |                190000.00 |            190000.00 |
| Ophthalmology     |           2025 | Γ06Χ     | EFKA               |                      1 |          3.00 |                  2 |                1 |    126400.00 |                        63200.00 |                189600.00 |            189600.00 |
| Ophthalmology     |           2025 | Υ08Χ     | ARMED_FORCES       |                      1 |          6.00 |                  2 |                4 |     63100.00 |                       126200.00 |                189300.00 |            189300.00 |
| Ophthalmology     |           2025 | Ν30ΜΒ    | EFKA               |                      1 |          6.00 |                  9 |                0 |    186000.00 |                            0.00 |                186000.00 |            186000.00 |
| Ophthalmology     |           2025 | Ν41Χ     | PRIVATE_B          |                      1 |          8.00 |                  3 |                5 |     69300.00 |                       115500.00 |                184800.00 |            184800.00 |
| Ophthalmology     |           2025 | Ν41Μ     | EFKA               |                      1 |          8.00 |                 10 |                0 |    183700.00 |                            0.00 |                183700.00 |            183700.00 |
| Ophthalmology     |           2025 | Ν41Μ     | PRIVATE_A          |                      1 |          7.00 |                 10 |                0 |    183700.00 |                            0.00 |                183700.00 |            183700.00 |
| Ophthalmology     |           2025 | Π46Α     | PRIVATE_A          |                      1 |         11.00 |                  2 |                9 |     32700.00 |                       147150.00 |                179850.00 |            179850.00 |
| Ophthalmology     |           2025 | Α12Χ     | EFKA               |                      1 |          3.00 |                  7 |                0 |    179800.00 |                            0.00 |                179800.00 |            179800.00 |
| Ophthalmology     |           2025 | Κ46Χ     | EFKA               |                      1 |          8.00 |                  2 |                6 |     44400.00 |                       133200.00 |                177600.00 |            177600.00 |
